firstName,lastName,roleType
Margaret,Booth,Producer
Ralph,Wheelwright,Producer
Ralph,Wheelwright,Screenwriter
Gemma,Jackson,Art Director
John,Fulton,Special Effects Artist
Harry,Cohn,Producer
Shawn,Levy,Director
Shawn,Levy,Producer
Shawn,Levy,Screenwriter
Shawn,Levy,Actor
Ludovic,Bource,Composer
Hillary,Lindsey,Singer
Hillary,Lindsey,Songwriter
Zoltan,Elek,Makeup Artist
Luigi,Gervasi,Set Decorator
William,Miller,Sound Engineer
Talbot,Jennings,Screenwriter
Joseph,Schildkraut,Actor
Sergei,Bondarchuk,Actor
Sergei,Bondarchuk,Director
Sergei,Bondarchuk,Screenwriter
Carl,Foreman,Screenwriter
Carl,Foreman,Producer
Roy,Scheider,Actor
Guy,Dyas,Production Designer
Xavier,Legrand,Director
Xavier,Legrand,Actor
Xavier,Legrand,Screenwriter
Finneas,O'Connell,Singer
Finneas,O'Connell,Record Producer
Finneas,O'Connell,Actor
Buffy,Sainte-Marie,Musician
Buffy,Sainte-Marie,Singer
Buffy,Sainte-Marie,Composer
Buffy,Sainte-Marie,Record Producer
Buffy,Sainte-Marie,Visual Artist
Buffy,Sainte-Marie,Educator
Buffy,Sainte-Marie,Social Activist
Buffy,Sainte-Marie,Actress
Buffy,Sainte-Marie,Humanitarian
Renee,Tajima-Peña,Documentary Filmmaker
Renee,Tajima-Peña,Professor
Louis,Stoumen,Director
Everett,Douglas,Editor
Joseph,Biroc,Cinematographer
Steve,James,Director
Steve,James,Producer
Johnny,Marvin,Singer
Johnny,Marvin,Musician
Colleen,Atwood,Costume Designer
Al,Overton,Sound Engineer
Laura,Pausini,Singer
Laura,Pausini,Songwriter
Alex,Gibson,Music Editor
Alex,Gibson,Sound Editor
Michael,Craig,Actor
Michael,Craig,Screenwriter
Derek,Cianfrance,Director
Derek,Cianfrance,Screenwriter
Peter,Bebb,Visual Effects Artist
Elena,Andreicheva,Producer
Ben,Wilkins,Re-Recording Mixer
David,Allen,Special Effects Artist
Max,Terr,Composer
John,Trotter,Arranger
John,Trotter,Composer
John,Trotter,Orchestra Leader
Ewa,Braun,Set Decorator
Christopher,Hampton,Playwright
Christopher,Hampton,Screenwriter
Christopher,Hampton,Director
Oscar,Brodney,Screenwriter
Santiago,Martínez,Animator
Santiago,Martínez,Visual Effects Artist
Patrick,Carey,Artist
Patrick,Carey,Filmmaker
John,Cleese,Actor
John,Cleese,Comedian
John,Cleese,Screenwriter
John,Cleese,Producer
John,Cleese,Presenter
Tom,Wood,Actor
Tom,Wood,Director
Tom,Wood,Producer
Tom,Wood,Special Effects Supervisor
Ronald,Neame,Director
Ronald,Neame,Cinematographer
Ronald,Neame,Producer
Ronald,Neame,Screenwriter
Jerry,Kupfer,Producer
Georges,Delerue,Composer
Bernard,Schoenfeld,Screenwriter
Veronika,Jenet,Editor
Douglas,Stewart,Editor
Alex,Gibney,Director
Alex,Gibney,Producer
Russell,Crowe,Actor
Russell,Crowe,Director
Shawn,Christensen,Screenwriter
Shawn,Christensen,Director
Shawn,Christensen,Singer
Shawn,Christensen,Actor
Shawn,Christensen,Podcaster
Shawn,Christensen,Painter
William,Sands,Editor
George,Bancroft,Actor
Ed,Wynn,Actor
Ed,Wynn,Comedian
Beatrice,Alba,Hair Stylist
Beatrice,Alba,Makeup Artist
Glenn,Freemantle,Sound Editor
Jeff,Bass,Record Producer
John,McCarthy Jr.,Set Decorator
Terry,Southern,Novelist
Terry,Southern,Screenwriter
Charles,Shyer,Director
Charles,Shyer,Screenwriter
Charles,Shyer,Producer
Seth,Hill,Visual Effects Artist
Orville,Dull,Assistant Director
Orville,Dull,Producer
Orville,Dull,Director
Greg,Kinnear,Actor
Frank,De Vol,Composer
Frank,De Vol,Arranger
Frank,De Vol,Actor
Mike,Marino,Makeup Artist
Kōji,Yamamura,Animation
Brunson,Green,Producer
Yōji,Yamada,Director
Yōji,Yamada,Screenwriter
David,Gropman,Production Designer
Paul,Ottosson,Sound Designer
Juicy,J,Rapper
Juicy,J,Songwriter
Juicy,J,Record Producer
Juicy,J,Record Executive
Kiyoko,Shibuya,Visual Effects Director
Kiyoko,Shibuya,Producer
Kiyoko,Shibuya,Digital Compositor
Richard,Francis-Bruce,Editor
Ken,Diaz,Makeup Artist
Charlie,Mackesy,Author
Charlie,Mackesy,Painter
William,Sandell,Art Director
Philip,D'Antoni,Producer
Philip,D'Antoni,Director
Philip,D'Antoni,Producer
Walter,Elliott,Sound Editor
Jean,Renoir,Director
Jean,Renoir,Screenwriter
Jean,Renoir,Actor
Jean,Renoir,Producer
Jean,Renoir,Author
Edith,Evans,Actress
Bille,August,Director
Sara,Murphy,Producer
Phillip,Borsos,Director
Phillip,Borsos,Producer
Phillip,Borsos,Screenwriter
Roman,Kroitor,Director
Kent,Houston,Visual Effects Artist
Dan,Cogan,Producer
Dan,Cogan,Director
Dan,Cogan,Writer
Cynthia,Scott,Director
Cynthia,Scott,Screenwriter
Cynthia,Scott,Editor
Cynthia,Scott,Producer
Ralph,Berger,Art Director
Helen,Hunt,Actress
Helen,Hunt,Director
Helen,Hunt,Screenwriter
Ben,Roberts,Screenwriter
Ben,Roberts,Producer
Herschel,McCoy,Costume Designer
William,Broyles Jr.,Journalist
William,Broyles Jr.,Screenwriter
Jeff,Wexler,Production Sound Mixer
Ray,Bomba,Sound Editor
Sergio,Díaz,Supervising Sound Editor
Sergio,Díaz,Sound Designer
Dan,Swimer,Writer
Dan,Swimer,Producer
Kei,Kumai,Director
Conrad,Hall,Cinematographer
Diablo,Cody,Writer
Diablo,Cody,Producer
Valentin,Yezhov,Screenwriter
Tom,Rand,Costume Designer
Marcel,Ichac,Journalist
Marcel,Ichac,Director
Marcel,Ichac,Photographer
Megan,Ellison,Producer
David,Crank,Production Designer
David,Crank,Art Designer
Frances,Goodrich,Screenwriter
Reginald,Mills,Filmmaker
Johnny,Mandel,Composer
Johnny,Mandel,Arranger
Marcello,Mastroianni,Actor
Horace,Jackson,Screenwriter
Horace,Jackson,Set Designer
Michael,Katz,Producer
Bernard,Slade,Screenwriter
Bernard,Slade,Playwright
Dory,Previn,Singer
Dory,Previn,Songwriter
Dory,Previn,Lyricist
Edward,Carfagno,Art Director
Armin,Ganz,Production Designer
David,White,Sound Editor
Florian,Zeller,Novelist
Florian,Zeller,Playwright
Florian,Zeller,Director
Florian,Zeller,Screenwriter
Florian,Zeller,Director
Shaunak,Sen,Filmmaker
Harold,Humbrock,Sound Editor
Pharrell,Williams,Musician
Pharrell,Williams,Singer
Pharrell,Williams,Songwriter
Pharrell,Williams,Rapper
Pharrell,Williams,Record Producer
Pharrell,Williams,Fashion Designer
Kurt,Luedtke,Journalist
Kurt,Luedtke,Screenwriter
Patricia,Neal,Actress
Charles,Roven,Producer
Harry,Leonard,Sound Mixer
Spencer,Tracy,Actor
Jon,Taylor,Re-Recording Mixer
Martin,Childs,Production Designer
Hugh,Jackman,Actor
Hugh,Jackman,Singer
Hugh,Jackman,Producer
Reginald,Rose,Screenwriter
Brenda,Chapman,Animator
Brenda,Chapman,Director
Brenda,Chapman,Screenwriter
Brenda,Chapman,Storyboard Artist
Ralph,Hammeras,Special Effects Designer
Ralph,Hammeras,Cinematographer
Ralph,Hammeras,Art Director
Raoul,Peck,Filmmaker
Fred,Rose,Musician
Fred,Rose,Producer
Fred,Rose,Songwriter
Fred,Rose,Music Publisher
Bob,Murawski,Editor
Bob,Murawski,Distributor
Richard,Barthelmess,Actor
Wallace,Beery,Actor
Wallace,Beery,Director
Nancy,Kelly,Actress
Jean,Umansky,Sound Engineer
Espen,Sandberg,Director
Espen,Sandberg,Advertising Producer
Chris,Wedge,Filmmaker
Chris,Wedge,Animator
Chris,Wedge,Designer
Chris,Wedge,Voice Actor
Chris,Wedge,Cartoonist
Gwil,Owen,Singer
Nathan,McGuinness,Creative Director
Tab,Murphy,Screenwriter
Tab,Murphy,Producer
Tab,Murphy,Director
Carol,Hemming,Makeup Artist
Mark,Paterson,Sound Engineer
Brad,Pitt,Actor
Brad,Pitt,Producer
Shane,Boris,Producer
Barney,McGill,Cinematographer
Bruce,Beresford,Director
Bruce,Beresford,Screenwriter
Bruce,Beresford,Producer
Duncan,Kenworthy,Producer
Duncan,Kenworthy,Producer
Juliette,Howell,Producer
Sarah,Green,Producer
Daniel,Macarin,Visual Effects Artist
Babaloo,Mandel,Writer
Babaloo,Mandel,Producer
Jim,Broadbent,Actor
Richard,Conway,Visual Effects Artist
Bill,Naughton,Playwright
Bill,Naughton,Screenwriter
Bill,Naughton,Novelist
Adam,Schlesinger,Musician
Adam,Schlesinger,Songwriter
Adam,Schlesinger,Composer
Adam,Schlesinger,Record Producer
Stéphane,Ceretti,Visual Effects Supervisor
Gary,Summers,Sound Engineer
Malcolm,Bert,Art Director
Jess,Gonchor,Art Director
Nicolaj,Arcel,Director
Nicolaj,Arcel,Screenwriter
Lee,Daniels,Producer
Lee,Daniels,Director
Lee,Daniels,Screenwriter
Lance,Anderson,Makeup Artist
Anthony,Veiller,Producer
Anthony,Veiller,Screenwriter
Linda,McCartney,Photographer
Linda,McCartney,Musician
Linda,McCartney,Activist
Jo,Allen,Makeup Artist
Jill,Quertier,Set Decorator
Karl,Hajos,Composer
Joseph,Walker,Cinematographer
Habib,Zargarpour,Vfx Supervisor
Habib,Zargarpour,Art Director
Habib,Zargarpour,Creative Director
Michael,Thurmeier,Director
Michael,Thurmeier,Animator
Gene,Lockhart,Actor
Gene,Lockhart,Singer
Gene,Lockhart,Playwright
John,Cox,Sound Engineer
Richard,King,Sound Designer
Harold,Adamson,Lyricist
Gerald,Potterton,Director
Gerald,Potterton,Animator
Gerald,Potterton,Producer
Gerald,Potterton,Writer
Gerald,Potterton,Artist
Sam,Peckinpah,Director
Sam,Peckinpah,Screenwriter
Chris,Donahue,Producer
Chris,Donahue,Producer
Dick,Smith,Special Make-Up Effects Artist
Gavin,Hood,Director
Gavin,Hood,Screenwriter
Gavin,Hood,Actor
Gavin,Hood,Producer
Xavier,Koller,Filmmaker
Richard,Sakai,Producer
Richard,Sakai,Director
Marcel,Grignon,Cinematographer
George,Chakiris,Actor
George,Chakiris,Dancer
Gustav,Hasford,Writer
Danny,Aiello,Actor
Károly,Makk,Director
Károly,Makk,Screenwriter
Joseph,Geisinger,Sound Engineer
Les,Lazarowitz,Sound Engineer
Bill,Thomas,Costume Designer
Elsa,Zamparelli,Costume Designer
James,Webb,Screenwriter
Jon,Gordon,Makeup Artist
Donn,Cambern,Editor
Tom,Held,Editor
James,Coburn,Actor
George,Scott,Actor
George,Scott,Director
George,Scott,Producer
Sean,McKittrick,Producer
Brenda,Blethyn,Actress
Bonnie,Arnold,Producer
Henry,Bumstead,Art Director
Henry,Bumstead,Production Designer
Joanne,Woodward,Actress
Ethan,Hawke,Actor
Ethan,Hawke,Novelist
Ethan,Hawke,Director
Ethan,Hawke,Screenwriter
Carrie,Snodgress,Actress
Daniel,Blumberg,Visual Artist
Daniel,Blumberg,Musician
Daniel,Blumberg,Composer
Daniel,Blumberg,Singer
Daniel,Blumberg,Songwriter
Ben,Os,Production Sound Mixer
Judianna,Makovsky,Costume Designer
Edmund,Hansen,Sound Engineer
Yves,Piat,Writer
Yves,Piat,Director
Catherine,Leterrier,Costume Designer
Addison,Hehr,Art Director
George,Nelson,Set Decorator
Fernando,Cámara,Sound Engineer
Karen,Thomas,Makeup Artist
Karen,Thomas,Hairstylist
Robert,Bertrand,Sound Engineer
Steve,Shagan,Novelist
Steve,Shagan,Screenwriter
Steve,Shagan,Producer
Philip,Yordan,Writer
Philip,Yordan,Producer
Nelson,Ferreira,Sound Editor
David,Puttnam,Producer
Barbara,Stanwyck,Actress
Barbara,Stanwyck,Dancer
Jeremy,Lubbock,Musician
Jeremy,Lubbock,Composer
Jeremy,Lubbock,Arranger
Judy,Davis,Actress
Jonah,Hill,Actor
Jonah,Hill,Filmmaker
Jonah,Hill,Screenwriter
Eugène,Lourié,Director
Joss,Whedon,Director
Joss,Whedon,Producer
Joss,Whedon,Screenwriter
Joss,Whedon,Composer
Joss,Whedon,Comic Book Writer
Joss,Whedon,Editor
Walter,Thompson,Editor
Lawrence,Marcus,Screenwriter
Ken,Shadie,Screenwriter
Oliver,Hirschbiegel,Director
Paul,Webster,Producer
Chris,Overton,Actor
Chris,Overton,Filmmaker
Andy,Nelson,Re-Recording Mixer
Andy,Nelson,Sound Mixer
Andy,Nelson,Professional Curler
Asif,Kapadia,Filmmaker
Chris,Landreth,Director
Chris,Landreth,Animator
Chris,Landreth,Writer
Emily,Watson,Actress
María,Bemberg,Director
Andrew,Roberts,Visual Effects Artist
Mike,Leigh,Director
Mike,Leigh,Screenwriter
Mike,Leigh,Producer
Mike,Leigh,Actor
Michelle,Yeoh,Actress
Sean,Penn,Actor
Sean,Penn,Director
John,Aldred,Sound Engineer
Aaron,Ryder,Producer
Chill,Wills,Actor
Chill,Wills,Singer
Sterling,Brown,Actor
John,Toll,Cinematographer
John,Holmes,Editor
Leonard,Frey,Actor
Daniel,Striepeke,Makeup Artist
James,Bissell,Production Designer
Greg,Cannom,Special Make-Up Effects Artist
Linda,Dowds,Makeup Artist
Jennifer,Jones,Actress
Daniel,Lupi,Producer
Ramin,Bahrani,Director
Ramin,Bahrani,Writer
Ramin,Bahrani,Producer
Maurizio,Silvi,Makeup Artist
Charles,Brackett,Screenwriter
Charles,Brackett,Producer
Dave,Crossman,Costume Designer
Pierre,Coffin,Animator
Pierre,Coffin,Director
Pierre,Coffin,Writer
Pierre,Coffin,Producer
Pierre,Coffin,Voice Actor
Hiroshi,Inagaki,Director
Hiroshi,Inagaki,Screenwriter
Hiroshi,Inagaki,Producer
Hiroshi,Inagaki,Actor
Allan,Burns,Screenwriter
Allan,Burns,Producer
Vincent,Youmans,Composer
Vincent,Youmans,Producer
Vincent,Youmans,Song Publisher
Bong,Ho,Director
Bong,Ho,Screenwriter
Bong,Ho,Producer
Jay,Livingston,Composer
Gregg,Rudloff,Re-Recording Mixer
Anna,Johnstone,Costume Designer
Tim,Cavagin,Sound Engineer
John,Graysmark,Production Designer
Michael,Weller,Playwright
Gerry,Goffin,Lyricist
Gerry,Goffin,Songwriter
George,Chan,Art Director
Michael,Powell,Director
Michael,Powell,Producer
Michael,Powell,Screenwriter
Bud,Luckey,Animator
Bud,Luckey,Artist
Bud,Luckey,Cartoonist
Bud,Luckey,Composer
Bud,Luckey,Illustrator
Bud,Luckey,Musician
Bud,Luckey,Singer
Bud,Luckey,Voice Actor
Joseph,Bologna,Actor
Lynn,Ahrens,Lyricist
George,Cukor,Director
George,Cukor,Producer
Allen,Davey,Cinematographer
Jérémy,Comte,Director
Jérémy,Comte,Screenwriter
Tom,Sayers,Sound Editor
Daniel,Kwan,Director
Daniel,Kwan,Screenwriter
Daniel,Kwan,Producer
Daniel,Scheinert,Director
Daniel,Scheinert,Screenwriter
Daniel,Scheinert,Producer
Ryan,O'Neal,Actor
John,Casali,Sound Engineer
Raymond,Massey,Actor
Sean,Fine,Filmmaker
Sean,Fine,Cinematographer
Sarah,Miles,Actress
Simon,Beaufoy,Screenwriter
Zoran,Perisic,Visual Effects Artist
Frank,Beyer,Director
Vern,Poore,Sound Engineer
Joseph,Hurley,Art Director
Robert,Redford,Actor
Robert,Redford,Filmmaker
Josh,Lawson,Actor
Nicholas,Musuraca,Cinematographer
Earle,Hagen,Composer
Jack,Stephens,Set Decorator
João,Gonzalez,Director
João,Gonzalez,Animator
João,Gonzalez,Illustrator
Jim,Capobianco,Director
Jim,Capobianco,Screenwriter
Jim,Capobianco,Animator
Jim,Capobianco,Story Artist
Jim,Capobianco,Storyboard Artist
Gian,Menotti,Composer
Gian,Menotti,Director
Gian,Menotti,Playwright
Don,Murray,Actor
George,Duning,Composer
Elizabeth,Keenan,Set Decorator
Dean,Camp,Director
Dean,Camp,Producer
Dean,Camp,Screenwriter
Johnny,Depp,Actor
Victor,McLaglen,Actor
Franco,Zeffirelli,Director
Franco,Zeffirelli,Opera Director
Franco,Zeffirelli,Politician
Robert,Donat,Actor
Tony,Walton,Art Director
Tony,Walton,Set Designer
Tony,Walton,Costume Designer
Peter,Jackson,Director
Peter,Jackson,Producer
Peter,Jackson,Writer
Douglas,Ganton,Sound Engineer
Viña,Delmar,Writer
Viña,Delmar,Playwright
Viña,Delmar,Screenwriter
Richard,Shorr,Sound Editor
David,Hoberman,Producer
Cuba,Gooding Jr.,Actor
Saul,Chaplin,Composer
Saul,Chaplin,Musical Director
Deepa,Mehta,Director
Deepa,Mehta,Screenwriter
Deepa,Mehta,Producer
Maurice,Pelling,Art Director
Denzel,Washington,Actor
Denzel,Washington,Director
Denzel,Washington,Producer
Brad,Lewis,Producer
Brad,Lewis,Director
Brad,Lewis,Writer
Brad,Lewis,Politician
Hirokazu,Kore-eda,Director
Hirokazu,Kore-eda,Producer
Hirokazu,Kore-eda,Screenwriter
Hirokazu,Kore-eda,Editor
Vincent,René-Lortie,Director
Nicole,Kidman,Actress
Nicole,Kidman,Producer
Jiří,Menzel,Director
Danny,Boyle,Director
Danny,Boyle,Producer
Norman,Corwin,Writer
Norman,Corwin,Producer
Norman,Corwin,Director
Norman,Corwin,Professor
Tony,Reading,Art Director
Frank,Finlay,Actor
John,Zaritksy,Director
John,Zaritksy,Producer
John,Zaritksy,Writer
Hugo,Niebeling,Director
Ralph,Winters,Editor
Leo,McCarey,Director
Leo,McCarey,Producer
Leo,McCarey,Screenwriter
Ivan,Reitman,Director
Ivan,Reitman,Producer
Ivan,Reitman,Screenwriter
Alain,Gagnol,Maker
Nino,Oliviero,Composer
Enrico,Casarosa,Director
Enrico,Casarosa,Screenwriter
Enrico,Casarosa,Storyboard Artist
Tom,McCarthy,Actor
Tom,McCarthy,Director
Tom,McCarthy,Screenwriter
Tom,McCarthy,Producer
Gerry,Humphreys,Sound Engineer
Pascal,Caucheteux,Producer
Roy,Charman,Sound Engineer
Walter,Brennan,Actor
Walter,Brennan,Singer
Elton,John,Singer
Elton,John,Composer
Elton,John,Pianist
Lester,Lee,Composer
Bruce,Cohen,Producer
Jean,Dujardin,Actor
Jean,Dujardin,Comedian
Jean,Dujardin,Director
Albert,Brooks,Actor
Albert,Brooks,Director
Albert,Brooks,Writer
Curtis,Hanson,Director
Curtis,Hanson,Producer
Curtis,Hanson,Screenwriter
Kareem,Abeed,Producer
Baldwin,Li,Producer
Chris,Williams,Animator
Chris,Williams,Director
Chris,Williams,Screenwriter
Chris,Williams,Voice Actor
Mark,Johnson,Producer
Richard,Hoover,Visual Effects Artist
Joe,Farrell,Visual Effects Artist
Tonino,Guerra,Writer
Tonino,Guerra,Poet
Tonino,Guerra,Screenwriter
Kevin,O'Connell,Re-Recording Mixer
Frank,Stiefel,Director
Frank,Stiefel,Screenwriter
Frank,Stiefel,Editor
Frank,Stiefel,Actor
Frank,Stiefel,Producer
Frank,Stiefel,Photographer
Ian,Dalrymple,Screenwriter
Ian,Dalrymple,Director
Ian,Dalrymple,Editor
Ian,Dalrymple,Producer
Geoffrey,Baumann,Visual Effects Artist
Paul,Mazursky,Director
Paul,Mazursky,Screenwriter
Paul,Mazursky,Actor
Guillaume,Leriche,Sound Engineer
Albert,Maltz,Screenwriter
Louise,Fletcher,Actress
Will,Smith,Actor
Will,Smith,Rapper
Will,Smith,Producer
Eric,Fellner,Producer
Lonne,Elder III,Actor
Lonne,Elder III,Playwright
Lonne,Elder III,Screenwriter
Trevor,Griffiths,Dramatist
Quincy,Jones,Record Producer
Quincy,Jones,Composer
Quincy,Jones,Arranger
Quincy,Jones,Conductor
Quincy,Jones,Musician
Russell,Gausman,Set Decorator
Ian,Bryce,Producer
Dan,Dailey,Actor
Chris,Duesterdiek,Production Sound Mixer
Peter,Baynham,Screenwriter
Peter,Baynham,Performer
Arthur,Johns,Sound Engineer
Esteban,Crespo,Producer
Esteban,Crespo,Writer
Esteban,Crespo,Director
Michaël,Dudok de Wit,Animator
Michaël,Dudok de Wit,Director
Michaël,Dudok de Wit,Illustrator
Gennady,Rozhdestvensky,Conductor
Gennady,Rozhdestvensky,Pianist
Gennady,Rozhdestvensky,Composer
Gennady,Rozhdestvensky,Pedagogue
Jerome,Hellman,Producer
William,Mellor,Cinematographer
Kenneth,Smith,Visual Effects Artist
Jeremy,Thomas,Producer
Justin,Marks,Screenwriter
Justin,Marks,Producer
Anna,Magnani,Actress
James,Hilton,Novelist
James,Hilton,Screenwriter
Vladimir,Menshov,Actor
Vladimir,Menshov,Director
Vladimir,Menshov,Screenwriter
Vladimir,Menshov,Producer
Simon,Bright,Art Director
Amy,Berg,Director
Amy,Berg,Producer
Amy,Berg,Screenwriter
Michael,Douglas,Actor
Michael,Douglas,Producer
Fred,Karlin,Composer
Randall,Duell,Art Director
Harrison,Ellenshaw,Visual Effects
Diane,Kurys,Director
Diane,Kurys,Actress
Diane,Kurys,Screenwriter
Diane,Kurys,Producer
Raoul,Coutard,Cinematographer
Raoul,Coutard,Director
Johnny,Green,Composer
Johnny,Green,Conductor
Wiard,Ihnen,Art Director
Paul,Lerpae,Special Effects Artist
Ken,Watanabe,Actor
Maite,Alberdi,Filmmaker
Matthew,McConaughey,Actor
Robin,Mathews,Makeup Artist
Andrew,Webber,Composer
Sandy,Powell,Costume Designer
Gordon,Daniel,Sound Editor
Jeannine,Oppewall,Filmart Director
James,Blue,Filmmaker
Howard,Shoup,Costume Designer
Gordon,Sim,Set Decorator
Michael,Anderson,Director
Dev,Patel,Actor
Dev,Patel,Filmmaker
David,Clayton,Visual Effects Artist
Mohammad,Rasoulof,Director
Mohammad,Rasoulof,Producer
Mohammad,Rasoulof,Screenwriter
Mohammad,Rasoulof,Editor
Richard,Rodgers,Composer
Richard,Rodgers,Songwriter
Richard,Rodgers,Playwright
David,MacMillan,Sound Engineer
Alê,Abreu,Screenwriter
Alê,Abreu,Director
Dean,Zupancic,Sound Engineer
Lamont,Dozier,Singer
Lamont,Dozier,Songwriter
Lamont,Dozier,Producer
Lamont,Dozier,Arranger
Sheldon,Kahn,Editor
Jamika,Wilson,Makeup Artist
Demián,Bichir,Actor
Walter,Matthau,Actor
Walter,Matthau,Comedian
Walter,Matthau,Director
Morgan,Neville,Producer
Morgan,Neville,Writer
Morgan,Neville,Director
D.J.,Gugenheim,Producer
Irene,Dunne,Actress
J.,Bayona,Director
Marcel,Łoziński,Director
László,Nemes,Director
László,Nemes,Screenwriter
John,Boorman,Director
John,Boorman,Producer
John,Boorman,Writer
Greg,Nelson,Makeup Artist
Robert,Armbruster,Composer
Robert,Armbruster,Conductor
Robert,Armbruster,Pianist
Josie,MacAvin,Set Decorator
Mickey,Rourke,Actor
Mickey,Rourke,Screenwriter
Tim,Rice,Songwriter
Cedric,Gibbons,Art Director
Cedric,Gibbons,Set Decorator
Ruth,Negga,Actress
Ben,Oakland,Songwriter
Don,Mankiewicz,Novelist
Don,Mankiewicz,Screenwriter
Adam,Graves,Filmmaker
Adam,Graves,Philosopher
Adam,Graves,Author
Jack,Arnold,Director
George,Forrest,Songwriter
George,Forrest,Lyricist
Elizabeth,Hill,Screenwriter
Alex,North,Composer
Patrick,Marber,Comedian
Patrick,Marber,Playwright
Patrick,Marber,Director
Patrick,Marber,Actor
Patrick,Marber,Screenwriter
Richard,Greenberg,Special Effects Designer
Richard,Greenberg,Director
Vince,Guaraldi,Musician
Vince,Guaraldi,Composer
Vince,Guaraldi,Arranger
Vince,Guaraldi,Producer
Emeric,Pressburger,Screenwriter
Emeric,Pressburger,Producer
Emeric,Pressburger,Director
Douglas,Williams,Sound Engineer
Russell,Carpenter,Cinematographer
Justin,Herman,Screenwriter
Justin,Herman,Producer
Justin,Herman,Director
Sam,Zimbalist,Producer
Sam,Zimbalist,Editor
Ezra,Edelman,Director
Ezra,Edelman,Producer
Werner,Herzog,Filmmaker
Werner,Herzog,Actor
Werner,Herzog,Opera Director
Werner,Herzog,Author
Peter,Frampton,Makeup Artist
Michael,Steinore,Sound Engineer
Albert,Brenner,Production Designer
Joaquim,Santos,Storyboard Artist
Joaquim,Santos,Designer
Joaquim,Santos,Director
Joaquim,Santos,Producer
Joaquim,Santos,Writer
Norman,Taurog,Director
Norman,Taurog,Screenwriter
Polly,Platt,Producer
Polly,Platt,Production Designer
Polly,Platt,Screenwriter
Jonathan,Redmond,Editor
Trish,Summerville,Costume Designer
Lawrence,Gordon,Producer
Mark,Stoeckinger,Sound Editor
Mark,Osborne,Director
Mark,Osborne,Producer
Mark,Osborne,Screenwriter
Mark,Osborne,Animator
Steve,Maslow,Sound Engineer
Loïc,Espuche,Animation Director
Robert,Blalack,Director
Robert,Blalack,Producer
Robert,Blalack,Writer
Robert,Blalack,Visual Effects Supervisor
Donald,Westlake,Novelist
Bono,Hewson,Singer
Bono,Hewson,Musician
Bono,Hewson,Activist
Stephen,Flick,Sound Editor
Gabriel,Axel,Director
Gabriel,Axel,Actor
Gabriel,Axel,Writer
Gabriel,Axel,Producer
Janet,Suzman,Actress
Janet,Suzman,Director
Walter,Simonds,Art Director
Michael,Lennox,Director
Marie,Dressler,Actress
Marie,Dressler,Comedian
Raymond,Felitta,Director
Raymond,Felitta,Screenwriter
Raymond,Felitta,Musician
Joe,Klotz,Editor
Oliver,Emert,Set Decorator
Carl,Biddiscombe,Set Decorator
Dean,Cundey,Cinematographer
Dean,Cundey,Director
Richard,Condon,Novelist
Jane,Robinson,Costume Designer
Marshall,Curry,Cinematographer
Marshall,Curry,Director
Marshall,Curry,Producer
Marshall,Curry,Editor
Laura,Blount,Hairstylist
Laura,Blount,Makeup Artist
John,Cox,Visual Effects Artist
Bo,Widerberg,Director
Bo,Widerberg,Screenwriter
Bo,Widerberg,Editor
Bo,Widerberg,Actor
Chris,Moore,Producer
James,Franco,Actor
James,Franco,Director
James,Franco,Producer
James,Franco,Screenwriter
Carole,Lombard,Actress
Tom,Wilkinson,Actor
Sydney,Box,Producer
Sydney,Box,Writer
Sydney,Box,Screenwriter
Walt,Mulconery,Editor
Bob,Dylan,Singer
Bob,Dylan,Painter
Bob,Dylan,Writer
Simona,Paggi,Editor
Eminem,Mathers III,Rapper
Eminem,Mathers III,Songwriter
Eminem,Mathers III,Record Producer
Eminem,Mathers III,Record Executive
Eminem,Mathers III,Actor
Beth,Levison,Producer
Beth,Levison,Director
Tony,Kushner,Playwright
Tony,Kushner,Author
Tony,Kushner,Screenwriter
Cord,Jefferson,Screenwriter
Cord,Jefferson,Director
Cord,Jefferson,Journalist
Philip,Glass,Composer
Al,Overton,Sound Engineer
Karl,Schuster,Record Producer
Karl,Schuster,Songwriter
Karl,Schuster,Musician
Guillaume,Rocheron,Visual Effects Supervisor
Lamar,Trotti,Writer
Lamar,Trotti,Screenwriter
Leo,Forbstein,Music Director
Bernhard,Grzimek,Filmmaker
Bernhard,Grzimek,Author
Richard,McBride,Visual Effects Supervisor
Ben,Proudfoot,Filmmaker
Nicola,Badalucco,Screenwriter
Nedrick,Young,Actor
Nedrick,Young,Screenwriter
Thomas,Langmann,Producer
Thomas,Langmann,Actor
Thomas,Langmann,Screenwriter
Thomas,Langmann,Director
Joseph,August,Cinematographer
John,Jensen,Costume Designer
Tom,Fleischman,Sound Engineer
David,Bradbury,Filmmaker
David,Bradbury,Journalist
Vincent,Lambe,Director
Vincent,Lambe,Producer
Vincent,Lambe,Writer
Lyle,Burbridge,Sound Engineer
Louis,Loeffler,Editor
Mario,Chiari,Production Designer
David,Allen,Animator
Michael,Ford,Film Art Director
Paul,Haggis,Screenwriter
Paul,Haggis,Producer
Paul,Haggis,Director
James,Richard,Sound Editor
Kathy,Lucas,Set Decorator
Asghar,Farhadi,Director
Asghar,Farhadi,Screenwriter
Asghar,Farhadi,Producer
John,Myhre,Production Designer
Kirk,Francis,Sound Engineer
Mona,Fastvold,Filmmaker
