firstName,lastName,roleType
Fabrizio,Sforza,Makeup Artist
Jerome,Hill,Painter
Jerome,Hill,Composer
Jerome,Hill,Director
Jerome,Hill,Writer
Jerome,Hill,Producer
Terence,Marsh,Production Designer
Charles,Laughton,Actor
Charles,Laughton,Director
Owen,Pallett,Musician
Owen,Pallett,Composer
Owen,Pallett,Arranger
Albert,Ruddy,Producer
Budd,Schulberg,Writer
Budd,Schulberg,Sports Writer
Budd,Schulberg,Novelist
James,Jones,Actor
Gabriel,Yared,Composer
Petter,Næss,Actor
Petter,Næss,Director
Tobias,Lindholm,Screenwriter
Tobias,Lindholm,Director
Renée,Zellweger,Actress
Craig,Foster,Documentary Filmmaker
Craig,Foster,Naturalist
Miklós,Rózsa,Composer
Miklós,Rózsa,Conductor
Anthony,Mondell,Set Decorator
Walter,Rossi,Sound Editor
Hal,Wallis,Producer
Theodore,Ushev,Animator
Theodore,Ushev,Director
Theodore,Ushev,Screenwriter
Fred,Sersen,Special Effects Artist
Steven,Morrow,Production Sound Mixer
Diane,Keaton,Actress
Edwin,O'Donovan,Art Director
Martin,Balsam,Actor
Christian,Bale,Actor
Michael,McKean,Actor
Michael,McKean,Comedian
Michael,McKean,Screenwriter
Michael,McKean,Director
Michael,McKean,Singer
Michael,McKean,Composer
Michael,McKean,Musician
Lee,Tracy,Actor
Robert,Parrish,Director
Robert,Parrish,Screenwriter
Robert,Parrish,Editor
Danis,Tanović,Director
Danis,Tanović,Screenwriter
Patricia,Field,Costume Designer
Arthur,Hornblow Jr.,Producer
Janusz,Kamiński,Cinematographer
Janusz,Kamiński,Director
Janusz,Kamiński,Director
Mark,Andrews,Director
Mark,Andrews,Screenwriter
Mark,Andrews,Animator
Mark,Andrews,Storyboard Artist
Ranald,MacDougall,Screenwriter
Naji,Abu Nowar,Director
Clyde,Vinna,Cinematographer
David,Ellison,Producer
David,Ellison,Actor
Zach,Staenberg,Editor
Zach,Staenberg,Producer
Ahmad,Balshe,Rapper
Ahmad,Balshe,Singer
Ahmad,Balshe,Songwriter
Ahmad,Balshe,Record Producer
Bari,Dreiband-Burman,Makeup Artist
Thomas,Church,Actor
Cornel,Wilde,Actor
Cornel,Wilde,Filmmaker
Jackie,Cooper,Actor
Thomas,Robinson,Visual Effects Artist
Barry,Levinson,Director
Barry,Levinson,Screenwriter
Barry,Levinson,Producer
Michael,Gore,Composer
James,Coco,Actor
Robert,Thirlwell,Sound Engineer
James,Cagney,Actor
James,Cagney,Dancer
Steve,Porte,Makeup Artist
Sean,Phillips,Visual Effects Artist
Jacques,Mersereau,Set Decorator
Anthony,Perkins,Actor
Jacobo,Morales,Actor
Jacobo,Morales,Poet
Jacobo,Morales,Writer
Jacobo,Morales,Playwright
Jacobo,Morales,Director
Jacobo,Morales,Author
Michael,Minkler,Sound Re-Recording Mixer
Ralph,Blane,Composer
Ralph,Blane,Lyricist
Ralph,Blane,Performer
Andrzej,Wajda,Director
Andrzej,Wajda,Director
Robert,Stone,Filmmaker
Mark,Gustafson,Animator
Mark,Gustafson,Director
Paul,Witt,Producer
Quvenzhané,Wallis,Actress
Quvenzhané,Wallis,Author
Ben,Burtt,Sound Designer
Ben,Burtt,Director
Ben,Burtt,Editor
Ben,Burtt,Screenwriter
Ben,Burtt,Voice Actor
Francisco,Beleta,Director
Thomas,Moulton,Sound Engineer
Regina,Graves,Set Decorator
Jaime,Baksht,Sound Engineer
Margaret,Sullavan,Actress
Pamela,Ribon,Screenwriter
Pamela,Ribon,Author
Pamela,Ribon,Blogger
Pamela,Ribon,Actress
Peter,Straughan,Dramatist
Ghislain,Cloquet,Cinematographer
Rob,Harvey,Visual Effects Artist
Don,Sharpe,Sound Editor
Colleen,Callaghan,Hair Stylist
Rosalind,Russell,Actress
Rosalind,Russell,Comedian
Rosalind,Russell,Screenwriter
Rosalind,Russell,Singer
John,Cameron,Composer
John,Cameron,Arranger
John,Cameron,Conductor
John,Cameron,Record Producer
Bruno,Coulais,Composer
Richard,Schweizer,Writer
Richard,Schweizer,Screenwriter
James,Corcoran,Sound Engineer
Ellen,Kuras,Cinematographer
Richard,Attenborough,Actor
Richard,Attenborough,Director
Richard,Attenborough,Producer
James,Gordon,Visual Effects Artist
James,Gordon,Special Effects Artist
Ub,Iwerks,Animator
Ub,Iwerks,Cartoonist
Ub,Iwerks,Producer
Ub,Iwerks,Special Effects Technician
Tod,Maitland,Sound Engineer
Kirsten,Sheridan,Director
Kirsten,Sheridan,Screenwriter
Kirsten,Sheridan,Editor
George,Barnes,Cinematographer
David,Brown,Producer
David,Brown,Author
David,Brown,Journalist
Michael,Herr,Writer
Bernard,Burton,Editor
Frederic,Forrest,Actor
Paul,Muni,Actor
Adele,Palmer,Costume Designer
Peter,Weller,Actor
Peter,Weller,Director
Melville,Shavelson,Director
Melville,Shavelson,Producer
Melville,Shavelson,Screenwriter
Kant,Pan,Sound Editor
Kant,Pan,Editor
Pete,Kozachik,Cinematographer
Pete,Kozachik,Visual Effects Artist
William,Hickey,Actor
Robin,Lehman,Director
Sydney,Greenstreet,Actor
Sebastian,Junger,Author
Sebastian,Junger,Documentary Filmmaker
Vincent,Paronnaud,Comic Artist
Vincent,Paronnaud,Filmmaker
Mike,Gray,Director
Mike,Gray,Producer
Mike,Gray,Screenwriter
Mike,Gray,Cinematographer
John,Brown,Set Decorator
Evan,Lottman,Editor
Phyllis,Nagy,Director
Phyllis,Nagy,Director
Phyllis,Nagy,Screenwriter
Phyllis,Nagy,Playwright
Ruth,Morley,Costume Designer
Marie-Ange,Luciani,Producer
Billy,Weber,Editor
Billy,Weber,Director
Sebastián,Lelio,Director
Sebastián,Lelio,Screenwriter
Sebastián,Lelio,Editor
Sebastián,Lelio,Producer
Herbert,Strabel,Production Designer
Anthony,LaMolinara,Director
Anthony,LaMolinara,Producer
Anthony,LaMolinara,Visual Effects Artist
Steven,Okazaki,Director
Steven,Okazaki,Producer
Steven,Okazaki,Writer
Steven,Okazaki,Editor
Steven,Okazaki,Cinematographer
Michael,Wilkinson,Costume Designer
Deborah,Kerr,Actress
Marc,Platt,Producer
Marc,Platt,Producer
Robert,Kern,Editor
George,Shaw,Writer
George,Shaw,Political Activist
Ari,Sandel,Director
Ari,Sandel,Screenwriter
Sarah,Green,Production Designer
Gloria,Pasqua-Casny,Hairstylist
Mischa,Auer,Actor
John,Mathieson,Cinematographer
Alan,Menken,Composer
Alan,Menken,Conductor
Alan,Menken,Arranger
Alan,Menken,Music Director
Alan,Menken,Music Producer
Greer,Garson,Actress
Greer,Garson,Singer
Greer,Garson,Philanthropist
Robert,Stromberg,Director
Robert,Stromberg,Special Effects Artist
Robert,Stromberg,Designer
Nathaniel,Shilkret,Musician
Nathaniel,Shilkret,Composer
Nathaniel,Shilkret,Conductor
Nathaniel,Shilkret,Musical Director
Gordon,Willis,Cinematographer
Don,Greenwood Jr.,Set Decorator
Lady,Gaga,Singer
Lady,Gaga,Songwriter
Lady,Gaga,Actress
Jean-Claude,Carrière,Novelist
Jean-Claude,Carrière,Screenwriter
Jean-Claude,Carrière,Actor
Jean-Claude,Carrière,Director
David,Dockendorf,Sound Engineer
Charles,Bennett,Screenwriter
Charles,Bennett,Director
Andrew,Scheinman,Producer
Andrew,Scheinman,Producer
Andrew,Scheinman,Director
Andrew,Scheinman,Screenwriter
Marilyne,Scarselli,Hairstylist
Marilyne,Scarselli,Makeup Artist
Yee,Chung-man,Production Designer
Yee,Chung-man,Costume Designer
Yee,Chung-man,Director
Howard,Baldwin,Producer
Richard,Anderson,Sound Effects Editor
Francesco,Pegoretti,Makeup Artist
Mark,Berger,Sound Engineer
Kami,Asgar,Sound Editor
Kami,Asgar,Producer
Frank,Bracht,Editor
M.,Shyamalan,Director
M.,Shyamalan,Producer
M.,Shyamalan,Screenwriter
M.,Shyamalan,Actor
Bud,Thackery,Cinematographer
Lisa,Dean,Set Decorator
Colin,Firth,Actor
Colin,Firth,Producer
Farah,Nabulsi,Director
Farah,Nabulsi,Producer
Tomm,Moore,Director
Tomm,Moore,Producer
Tomm,Moore,Illustrator
Tomm,Moore,Screenwriter
Tomm,Moore,Character Designer
Vincenzo,Cerami,Screenwriterpoet
Jacques-Yves,Cousteau,Oceanographer
Caitrin,Rogers,Producer
Stuart,Craig,Production Designer
James,Mason,Actor
John,Williams,Composer
John,Williams,Conductor
John,Williams,Pianist
Danny,DeVito,Actor
Danny,DeVito,Comedian
Danny,DeVito,Filmmaker
William,Wallace,Set Decorator
Ildikó,Enyedi,Director
Ildikó,Enyedi,Screenwriter
Tom,Perrotta,Novelist
Tom,Perrotta,Screenwriter
Matthew,Butler,Visual Effects Artist
Kim,Gannon,Songwriter
Brad,Bird,Director
Brad,Bird,Screenwriter
Brad,Bird,Producer
Brad,Bird,Animator
Brad,Bird,Voice Actor
E.,Ames,Art Director
Ray,Rennahan,Cinematographer
Waldon,Watson,Sound Engineer
Joseph,Cedar,Director
Paul,Hirsch,Editor
Tullio,Pinelli,Playwright
John,Barry,Composer
John,Barry,Conductor
George,Jenson,Visual Effects Artist
Fred,Bohanan,Story Editor
Shiori,Itō,Journalist
Shiori,Itō,Filmmaker
Bengt,Forslund,Producer
Bengt,Forslund,Screenwriter
Alberto,Grimaldi,Producer
Lionel,Couch,Art Director
Alfred,Levitt,Screenwriter
John,Jarvis,Set Decorator
Caleb,Deschanel,Cinematographer
Caleb,Deschanel,Director
Sam,Wood,Director
Sam,Wood,Writer
Sam,Wood,Producer
Sam,Wood,Actor
Sam,Wood,Real Estate Broker
Tom,Springfield,Musician
Tom,Springfield,Songwriter
Tom,Springfield,Record Producer
William,Edmondson,Sound Engineer
Kira,Carstensen,Producer
Chris,Noonan,Director
Chris,Noonan,Producer
Chris,Noonan,Actor
Chris,Noonan,Screenwriter
Cyril,Holtz,Sound Engineer
Ceán,Chaffin,Producer
Neill,Blomkamp,Director
Neill,Blomkamp,Screenwriter
Neill,Blomkamp,Producer
Barry,Malkin,Editor
Hal,David,Lyricist
Den,Tolmor,Producer
Tom,Overton,Sound Engineer
David,Reynolds,Screenwriter
David,Reynolds,Actor
Taizō,Kawashima,Production Designer
Kori,Rae,Producer
Bob,Peterson,Animator
Bob,Peterson,Director
Bob,Peterson,Screenwriter
Bob,Peterson,Storyboard Supervisor
Bob,Peterson,Voice Actor
Scott,Edelstein,Visual Effects Artist
Phil,Robinson,Director
Paul,Groesse,Art Director
Alexis,Wajsbrot,Director
Alexis,Wajsbrot,Visual Effects Supervisor
Alexis,Wajsbrot,Screenwriter
Jack,Smith,Art Director
Robert,Cartwright,Art Director
April,Ferry,Costume Designer
Jim,Berney,Visual Effects Supervisor
Joe,Rock,Producer
Joe,Rock,Director
Joe,Rock,Screenwriter
Joe,Rock,Actor
Lourdes,Portillo,Director
Lourdes,Portillo,Producer
Lourdes,Portillo,Writer
Jonathan,Pryce,Actor
Jack,Moore,Set Decorator
Sonya,Levien,Screenwriter
Peter,Davies,Composer
Peter,Davies,Conductor
Milo,Lory,Sound Editor
Harold,Rosson,Cinematographer
Nino,Rota,Composer
Nino,Rota,Pianist
Nino,Rota,Conductor
Ryan,Larkin,Director
Willard,Van der Veer,Cinematographer
Denis,Sanders,Director
Philippe,Turlure,Set Decorator
Kelsey,Mann,Director
Kelsey,Mann,Storyboard Artist
Stuart,Gilmore,Editor
Richard,Todd,Actor
Bridget,O'Connor,Writer
Henry,King,Actor
Henry,King,Director
Jay,Allen,Screenwriter
Jay,Allen,Playwright
Jay,Allen,Novelist
Annette,O'Toole,Actress
Dan,Gilroy,Screenwriter
Dan,Gilroy,Director
Jim,Rash,Actor
Jim,Rash,Comedian
Jim,Rash,Filmmaker
Isobel,Lennart,Screenwriter
Isobel,Lennart,Playwright
William,Steinkamp,Editor
Tim,Webber,Visual Effects Supervisor
Nicholas,Reed,Producer
Martin,Walsh,Editor
Alma,Macrorie,Editor
Alma,Macrorie,Actress
Lawrence,Bender,Producer
Philip,Lathrop,Cinematographer
Thomas,Stellmach,Producer
Robert,Haas,Art Director
Enrico,Medioli,Screenwriter
Pierre,Boulle,Author
Joanne,Woollard,Art Director
John,Leveque,Sound Editor
Vincente,Minnelli,Director
Vincente,Minnelli,Director
David,Paymer,Actor
David,Paymer,Director
David,Paymer,Comedian
Harry,Hallenberger,Cinematographer
Dede,Allen,Editor
Michael,Blake,Author
Michael,Blake,Screenwriter
Frank,Donner,Producer
Ari,Folman,Director
Ari,Folman,Screenwriter
Ari,Folman,Animator
Ari,Folman,Score Composer
Burl,Ives,Musician
Burl,Ives,Singer
Burl,Ives,Actor
Burl,Ives,Author
Bill,Neil,Visual Effects Artist
Cathy,Schulman,Producer
Leo,Arnaud,Arranger
Leo,Arnaud,Composer
Leo,Arnaud,Orchestrator
Ismail,Merchant,Producer
Ismail,Merchant,Director
Terry,Rossio,Screenwriter
Terry,Rossio,Producer
Felicity,Jones,Actress
Dalton,Trumbo,Screenwriter
Dalton,Trumbo,Director
Dalton,Trumbo,Playwright
Dalton,Trumbo,Novelist
Graham,Hartstone,Sound Engineer
Corinne,Marrinan,Writer
Corinne,Marrinan,Producer
Pyotr,Todorovsky,Director
Pyotr,Todorovsky,Screenwriter
Steve,Kloves,Screenwriter
Steve,Kloves,Director
Steve,Kloves,Producer
Matthew,Wilder,Musician
Matthew,Wilder,Singer
Matthew,Wilder,Songwriter
Matthew,Wilder,Record Producer
Nicolas,Aithadi,Visual Effects Supervisor
Dean,Wright,Visual Effects Supervisor
Dean,Wright,Filmmaker
Gary,Ross,Screenwriter
Gary,Ross,Director
Gary,Ross,Producer
Vittorio,De Sica,Director
Vittorio,De Sica,Actor
Jimmy,Murakami,Animator
Jimmy,Murakami,Designer
Jimmy,Murakami,Artist
Jimmy,Murakami,Director
Finola,Dwyer,Producer
Finola,Dwyer,Editor
Hugh,Griffith,Actor
Michelle,Mizner,Producer
Michelle,Mizner,Editor
Stuart,Wurtzel,Art Director
Carol,Sobieski,Writer
Ernest,Miller,Cinematographer
Allison,Schroeder,Screenwriter
Allison,Schroeder,Director
Allison,Schroeder,Producer
William,Theiss,Costume Designer
Oskar,Homolka,Actor
Bruce,Weintraub,Set Decorator
Louis,Silvers,Composer
Marjane,Satrapi,Writer
Carly,Simon,Singer
Carly,Simon,Musician
Carly,Simon,Songwriter
Carly,Simon,Author
Robbie,Robertson,Screenwriter
Robbie,Robertson,Visual Effects Artist
Diahann,Carroll,Actress
Diahann,Carroll,Singer
Diahann,Carroll,Activist
Gordon,Hollingshead,Producer
Gordon,Hollingshead,Director
Paul,Brown,Production Designer
Paul,Brown,Costume Designer
Hugh,Martin,Composer
Hugh,Martin,Musical Theatre Composer
Hugh,Martin,Music Arranger
Hugh,Martin,Vocal Coach
Hugh,Martin,Playwright
Andrew,Birkin,Director
Andrew,Birkin,Screenwriter
Gilbert,Kurland,Sound Engineer
Gilbert,Kurland,Production Manager
George,Miller,Director
George,Miller,Producer
George,Miller,Writer
Kenneth,Lonergan,Director
Kenneth,Lonergan,Playwright
Kenneth,Lonergan,Screenwriter
Hamish,Purdy,Art Director
Henry,Berman,Producer
Julie,Goldman,Producer
Julie,Goldman,Executive Producer
Mollye,Asher,Production
Stephan,Dupuis,Makeup Artist
Lester,Novros,Animator
Lester,Novros,Artist
Ellen,Kent,Director
Ellen,Kent,Producer
Lewis,Foster,Screenwriter
Lewis,Foster,Director
Lewis,Foster,Producer
Lewis,Foster,Composer
David,Lancaster,Producer
David,Lancaster,Producer
Will,Gordon,Director
Will,Gordon,Producers
Will,Gordon,Screenwriters
Dan,Lemmon,Visual Effects Artist
Sergio,Amidei,Screenwriter
Ivan,Sharrock,Sound Engineer
Jim,Stuebe,Sound Engineer
Tom,Conti,Actor
Henry,Travers,Actor
Michael,Giacchino,Composer
Michael,Giacchino,Director
Mel,Gibson,Actor
Mel,Gibson,Director
Mel,Gibson,Producer
Mel,Gibson,Screenwriter
Lionel,Barrymore,Actor
Richard,Suckle,Producer
Douglas,Crise,Editor
Joseph,Jennings,Art Director
Eugene,Gearty,Sound Engineer
Teddy,Newton,Animator
Teddy,Newton,Director
Teddy,Newton,Storyboard Artist
Teddy,Newton,Voice Actor
Arthur,Piantadosi,Sound Engineer
Marsha,Mason,Actress
Marsha,Mason,Director
Michael,Keller,Sound Engineer
Kit,Thomas,Record Producer
Bruce,Rubin,Screenwriter
Tony,Lamberti,Sound Engineer
William,Ziegler,Editor
Edward,French,Makeup Artist
Edward,Bond,Playwright
Edward,Bond,Director
Edward,Bond,Poet
Edward,Bond,Dramatic Theorist
Edward,Bond,Screenwriter
Jeffrey,Katzenberg,Media Proprietor
Jeffrey,Katzenberg,Producer
William,Smith,Art Director
Vangelis,Papathanassiou,Composer
Vangelis,Papathanassiou,Arranger
Vangelis,Papathanassiou,Producer
Tracey,Seaward,Producer
Thaine,Morris,Visual Effects Artist
Thaine,Morris,Special Effects Artist
Yang,Jin-mo,Editor
Adolphe,Menjou,Actor
Fannie,Flagg,Actress
Fannie,Flagg,Comedian
Fannie,Flagg,Author
Ralph,McQuarrie,Illustrator
Ralph,McQuarrie,Designer
Mark,Goldblatt,Editor
Mark,Goldblatt,Director
Tim,Crosbie,Visual Effects Supervisor
Dror,Moreh,Cinematographer
Will,Jennings,Lyricist
Robert,Glass Jr.,Sound Engineer
Lionel,Rogosin,Filmmaker
John,Dunning,Editor
David,Peoples,Screenwriter
Alison,Snowden,Animator
Alison,Snowden,Voice Actress
Alison,Snowden,Producer
Alison,Snowden,Screenwriter
Nanette,Burstein,Director
Nanette,Burstein,Producer
Nanette,Burstein,Screenwriter
Yvonne,Blake,Costume Designer
Steven,Yeun,Actor
David,Lee,Sound Engineer
Ernest,Day,Cinematographer
Ernest,Day,Director
Ernest,Day,Director
Ernest,Day,Camera Operator
Stephen,Warbeck,Composer
George,Tomasini,Editor
Mike,Figgis,Director
Mike,Figgis,Screenwriter
Mike,Figgis,Composer
Masaki,Kobayashi,Director
Masaki,Kobayashi,Screenwriter
Anna,Anni,Costume Designer
Gregg,Baxter,Sound Editor
Fisher,Stevens,Actor
Fisher,Stevens,Director
Fisher,Stevens,Producer
Fisher,Stevens,Writer
Jack,Solomon,Sound Engineer
Steve,Oedekerk,Filmmaker
Steve,Oedekerk,Actor
Steve,Oedekerk,Stand-Up Comedian
Eustace,Lycett,Visual Effects Artist
Peter,Cetera,Singer
Peter,Cetera,Songwriter
Peter,Montagna,Makeup Artist
Robert,Luthardt,Art Director
Gene,Serdena,Set Decorator
Brian,Simmons,Sound Engineer
Gordon,Jennings,Special Effects Artist
J.,Dale,Producer
J.,Dale,Director
Love,Larson,Makeup Artist
Rick,Baker,Special Make-Up Effects
Rick,Baker,Artist
Rick,Baker,Actor
Willem,Dafoe,Actor
Robert,Jones,Editor
Robert,Jones,Screenwriter
Jack,Dolman,Sound Designer
Nathan,Juran,Art Director
Tim,Fehlbaum,Director
Tim,Fehlbaum,Producer
Tim,Fehlbaum,Writer
Oliver,Tarney,Sound Editor
Edet,Belzberg,Filmmaker
Merrill,Pye,Art Director
Robert,Leighton,Editor
Barrie,Osborne,Producer
John,Warhurst,Sound Supervisor
Frederick,Marx,Director
Frederick,Marx,Editor
Frederick,Marx,Producer
Frederick,Marx,Author
Jan,Pascale,Set Decorator
Elli,Griff,Set Decorator
Melvin,Frank,Screenwriter
Melvin,Frank,Director
Melvin,Frank,Producer
Indro,Montanelli,Historian
Indro,Montanelli,Journalist
Indro,Montanelli,Writer
Burgess,Meredith,Actor
Burgess,Meredith,Filmmaker
Paul,Massey,Sound Engineer
George,Murphy,Visual Effects Artist
John,Ireland,Actor
John,Ireland,Director
Raymond,Chandler,Novelist
Raymond,Chandler,Screenwriter
George,Davis,Art Director
Piero,Gherardi,Costume Designer
Piero,Gherardi,Production Designer
Piero,Gherardi,Art Director
Bill,Miller,Producer
Toshio,Suzuki,Producer
John,Pospisil,Sound Editor
Bob,Hoskins,Actor
Bob,Hoskins,Director
A.,Gillespie,Special Effects Artist
A.,Gillespie,Set Designer
Alexander,Mackendrick,Director
Alexander,Mackendrick,Sreenwriter
John,Hench,Artist
John,Hench,Designer
John,Hench,Director
Brian,Grazer,Producer
Brian,Grazer,Writer
Arthur,Miller,Playwright
Arthur,Miller,Screenwriter
Fernanda,Torres,Actress
Fernanda,Torres,Writer
Carl,Laemmle Jr.,Producer
Carl,Laemmle Jr.,Studio Executive
Mitski,Miyawaki,Singer
Mitski,Miyawaki,Musician
Zana,Briski,Photographer
Zana,Briski,Filmmaker
Makoto,Iwamatsu,Actor
Sufjan,Stevens,Musician
Sufjan,Stevens,Singer
Sufjan,Stevens,Songwriter
Fred,Hynes,Sound Engineer
Kamil,Jafar,Special Effects Artist
Walter,Parkes,Producer
Walter,Parkes,Screenwriter
Walter,Parkes,Media Executive
Arthur,Dong,Filmmaker
Arthur,Dong,Author
Arthur,Dong,Curator
Arthur,Dong,Professor
John,Sayles,Director
John,Sayles,Screenwriter
John,Sayles,Editor
John,Sayles,Actor
John,Sayles,Novelist
Michael,Kamen,Composer
Michael,Kamen,Orchestral Arranger
Michael,Kamen,Orchestral Conductor
Michael,Kamen,Songwriter
Michael,Kamen,Session Musician
Brian,Johnson,Special Effects Artist
Brian,Johnson,Director
Todd,Boekelheide,Composer
Rithy,Panh,Director
Dan,George,Author
Dan,George,Poet
Dan,George,Actor
Frank,Tuttle,Set Decorator
Robert,Lovett,Editor
William,Goldenberg,Editor
Richard,Gregson,Talent Agent
Richard,Gregson,Producer
Richard,Gregson,Screenwriter
Ellen,Mirojnick,Costume Designer
Jerry,Wunderlich,Set Decorator
Tom,Adair,Songwriter
Tom,Adair,Composer
Tom,Adair,Screenwriter
Heidi,Ewing,Filmmaker
Robert,Fox,Producer
Robert,Fox,Producer
Trevor,White,Producer
Mark,Gordon,Producer
Mark,Gordon,Producer
Richard,Grant,Actor
Richard,Grant,Presenter
Richard,Grant,Perfumer
Willy,Russell,Playwright
Willy,Russell,Screenwriter
Willy,Russell,Author
Willy,Russell,Lyricist
Willy,Russell,Composer
Edward,Stevenson,Costume Designer
Chuck,Jones,Animator
Chuck,Jones,Painter
Chuck,Jones,Screenwriter
Chuck,Jones,Director
Chuck,Jones,Producer
Chuck,Jones,Voice Actor
Linda,Eisenhamerová,Hairstylist
Linda,Eisenhamerová,Makeup Artist
David,Giammarco,Sound Engineer
Alexander,Payne,Director
Alexander,Payne,Screenwriter
Alexander,Payne,Producer
Danilo,Donati,Costume Designer
Danilo,Donati,Production Designer
Gianni,Quaranta,Production Designer
Gianni,Quaranta,Art Director
Pierre,Guffroy,Production Designer
Pierre,Guffroy,Art Director
Sarah,Kernochan,Documentarian
Sarah,Kernochan,Director
Sarah,Kernochan,Screenwriter
Sarah,Kernochan,Novelist
Sarah,Kernochan,Singer
Spike,Jonze,Director
Spike,Jonze,Producer
Spike,Jonze,Screenwriter
Spike,Jonze,Cinematographer
Spike,Jonze,Editor
Spike,Jonze,Actor
Spike,Jonze,Musician
Spike,Jonze,Photographer
Crispian,Sallis,Art Director
Sonya,Friedman,Psychologist
Ashutosh,Gowariker,Director
Ashutosh,Gowariker,Producer
Ashutosh,Gowariker,Screenwriter
Ashutosh,Gowariker,Actor
Uri,Barbash,Director
Yolanda,Toussieng,Makeup Artist
Paul,Heard,Producer
Paul,Heard,Director
Paul,Heard,Scriptwriter
Martha,Scott,Actress
Stanley,Nelson,Director
Stanley,Nelson,Producer
Amanda,Knight,Makeup Artist
Duke,Ellington,Pianist
Duke,Ellington,Composer
Duke,Ellington,Songwriter
Duke,Ellington,Arranger
Duke,Ellington,Conductor
Duke,Ellington,Actor
Ruairí,Robinson,Director
Gary,Brozenich,Visual Effects Supervisor
Donn,Pearce,Writer
Drew,Goddard,Screenwriter
Drew,Goddard,Director
Drew,Goddard,Producer
Pedro,Almodóvar,Director
Pedro,Almodóvar,Screenwriter
Paul,Vogel,Cinematographer
Sean,Baker,Filmmaker
Sean,Baker,Editor
John,Evans,Special Effects Artist
Lee,Cobb,Actor
Mstyslav,Chernov,Visual Journalist
Mstyslav,Chernov,Photographer
Leo,Genn,Actor
Scott,Stokdyk,Visual Effects Artist
Carlo,Rambaldi,Special Effects Artist
Carlo,Rambaldi,Makeup Artist
Antonio,Mateos,Set Decorator
Alan,Bates,Actor
George,Leverett,Sound Engineer
Mark,Andrus,Screenwriter
Harry,Rasky,Director
Andy,Nicholson,Production Designer
James,Dunn,Actor
James,Dunn,Vaudevillian
James,Grant,Writer
Rosana,Sullivan,Director
Rosana,Sullivan,Screenwriter
Rosana,Sullivan,Storyboard Artist
Suzanne,de Passe,Executive Producer
Suzanne,de Passe,Producer
Suzanne,de Passe,Screenwriter
Al,Reinert,Journalist
Al,Reinert,Director
Al,Reinert,Producer
Al,Reinert,Screenwriter
Michael,Caine,Actor
Howard,Ashman,Playwright
Howard,Ashman,Lyricist
Howard,Ashman,Stage Director
James,Mather,Supervising Sound Editor
Mel,Metcalfe,Sound Engineer
Joe,Raposo,Composer
Joe,Raposo,Lyricist
Joe,Raposo,Songwriter
Joe,Raposo,Pianist
Joe,Raposo,Music Director
Jason,Ruder,Sound Engineer
Edson,Williams,Visual Effects Supervisor
Jerome,Thoms,Editor
Rosie,Goodwin,Set Decorator
Arrigo,Breschi,Set Decorator
Holly,Waddington,Costume Designer
Yorgos,Lamprinos,Editor
Buddy,DeSylva,Songwriter
Buddy,DeSylva,Producer
Buddy,DeSylva,Record Executive
Martin,Zandvliet,Director
Martin,Zandvliet,Screenwriter
Julie,Christie,Actress
Jessica,Tandy,Actress
Byambasuren,Davaa,Director
Byambasuren,Davaa,Screenwriter
Eva,Bahr,Makeup Artist
Eva,Bahr,Hair Stylist
Delbert,Mann,Director
Jean-Pierre,Jeunet,Director
Jean-Pierre,Jeunet,Screenwriter
Jean-Pierre,Jeunet,Producer
Jean-Pierre,Jeunet,Director
Fergus,McDonell,Director
Margot,Robbie,Actress
Margot,Robbie,Producer
Claudia,Llosa,Director
Swen,Gillberg,Visual Effects Artist
Shūhei,Morita,Director
Shūhei,Morita,Screenwriter
Henry,Mancini,Composer
Henry,Mancini,Songwriter
Henry,Mancini,Arranger
Henry,Mancini,Conductor
Jill,Clayburgh,Actress
John,Poyner,Sound Editor
Selma,Vilhunen,Maker
Herman,Raucher,Author
Herman,Raucher,Screenwriter
Herman,Raucher,Playwright
Robert,Kraft,Songwriter
Robert,Kraft,Composer
Robert,Kraft,Record Producer
Charlize,Theron,Actress
Charlize,Theron,Producer
Joseph,Brooks,Composer
Joseph,Brooks,Director
Joseph,Brooks,Producer
Joseph,Brooks,Screenwriter
Joseph,Brooks,Musician
John,Mollo,Costume Designer
John,Mollo,Writer
Jerzy,Antczak,Director
David,Frankel,Director
David,Frankel,Screenwriter
David,Frankel,Producer
Frank,Loesser,Composer
Frank,Loesser,Lyricist
Burt,Bacharach,Composer
Burt,Bacharach,Songwriter
Burt,Bacharach,Record Producer
Burt,Bacharach,Pianist
Burt,Bacharach,Singer
Burt,Bacharach,Conductor
Florian,Gallenberger,Director
Florian,Gallenberger,Writer
Jeffrey,Whitty,Screenwriter
Jeffrey,Whitty,Playwright
Jeffrey,Whitty,Actor
Jane,Fonda,Actress
Jane,Fonda,Activist
Sergio,López-Rivera,Makeup Artist
Rebecca,Cammisa,Filmmaker
Charles,Braverman,Director
Charles,Braverman,Producer
Charles,Braverman,Filmmaker
Richard,Friedenberg,Screenwriter
Richard,Friedenberg,Director
Christopher,Tellefsen,Editor
Wendy,Hiller,Actress
Fred,Astaire,Dancer
Fred,Astaire,Actor
Fred,Astaire,Singer
Fred,Astaire,Choreographer
Fred,Astaire,Presenter
August,Wilson,Author
August,Wilson,Playwright
William,Kaplan,Sound Engineer
George,Burns,Actor
George,Burns,Comedian
George,Burns,Writer
George,Burns,Singer
Gillian,Welch,Musician
