firstName,lastName,movieTitle,releaseYear,categoryName,iteration,isWinner
Carol,Reed,Oliver!,1968,Best Directing,41st,yes
Anthony,Harvey,The Lion in Winter,1968,Best Directing,41st,no
Stanley,Kubrick,2001: A Space Odyssey,1968,Best Directing,41st,no
Gillo,Pontecorvo,The Battle of Algiers,1968,Best Directing,41st,no
Franco,Zeffirelli,Romeo and Juliet,1968,Best Directing,41st,no
John,Schlesinger,Midnight Cowboy,1969,Best Directing,42nd,yes
Costa-Gavras,,Z,1969,Best Directing,42nd,no
George,Roy Hill,Butch Cassidy and the Sundance Kid,1969,Best Directing,42nd,no
Arthur,Penn,Alice's Restaurant,1969,Best Directing,42nd,no
Sydney,Pollack,"They Shoot Horses, Don't They?",1969,Best Directing,42nd,no
Franklin,J. Schaffner,Patton,1970,Best Directing,43rd,yes
Robert,Altman,M*A*S*H,1970,Best Directing,43rd,no
Federico,Fellini,Fellini Satyricon,1970,Best Directing,43rd,no
Arthur,Hiller,Love Story,1970,Best Directing,43rd,no
Ken,Russell,Women in Love,1970,Best Directing,43rd,no
William,Friedkin,The French Connection,1971,Best Directing,44th,yes
Peter,Bogdanovich,The Last Picture Show,1971,Best Directing,44th,no
Norman,Jewison,Fiddler on the Roof,1971,Best Directing,44th,no
Stanley,Kubrick,A Clockwork Orange,1971,Best Directing,44th,no
John,Schlesinger,Sunday Bloody Sunday,1971,Best Directing,44th,no
Bob,Fosse,Cabaret,1972,Best Directing,45th,yes
John,Boorman,Deliverance,1972,Best Directing,45th,no
Francis,Ford Coppola,The Godfather,1972,Best Directing,45th,no
Joseph,L. Mankiewicz,Sleuth,1972,Best Directing,45th,no
Jan,Troell,The Emigrants,1972,Best Directing,45th,no
George,Roy Hill,The Sting,1973,Best Directing,46th,yes
Ingmar,Bergman,Cries and Whispers,1973,Best Directing,46th,no
Bernardo,Bertolucci,Last Tango in Paris,1973,Best Directing,46th,no
William,Friedkin,The Exorcist,1973,Best Directing,46th,no
George,Lucas,American Graffiti,1973,Best Directing,46th,no
Francis,Ford Coppola,The Godfather Part II,1974,Best Directing,47th,yes
John,Cassavetes,A Woman Under the Influence,1974,Best Directing,47th,no
Bob,Fosse,Lenny,1974,Best Directing,47th,no
Roman,Polanski,Chinatown,1974,Best Directing,47th,no
François,Truffaut,Day for Night,1974,Best Directing,47th,no
Miloš,Forman,One Flew Over the Cuckoo's Nest,1975,Best Directing,48th,yes
Robert,Altman,Nashville,1975,Best Directing,48th,no
Federico,Fellini,Amarcord,1975,Best Directing,48th,no
Stanley,Kubrick,Barry Lyndon,1975,Best Directing,48th,no
Sidney,Lumet,Dog Day Afternoon,1975,Best Directing,48th,no
John,G. Avildsen,Rocky,1976,Best Directing,49th,yes
Ingmar,Bergman,Face to Face,1976,Best Directing,49th,no
Sidney,Lumet,Network,1976,Best Directing,49th,no
Alan,J. Pakula,All the President's Men,1976,Best Directing,49th,no
Lina,Wertmüller,Seven Beauties,1976,Best Directing,49th,no
Woody,Allen,Annie Hall,1977,Best Directing,50th,yes
George,Lucas,Star Wars,1977,Best Directing,50th,no
Herbert,Ross,The Turning Point,1977,Best Directing,50th,no
Steven,Spielberg,Close Encounters of the Third Kind,1977,Best Directing,50th,no
Fred,Zinnemann,Julia,1977,Best Directing,50th,no
Michael,Cimino,The Deer Hunter,1978,Best Directing,51st,yes
Woody,Allen,Interiors,1978,Best Directing,51st,no
Hal,Ashby,Coming Home,1978,Best Directing,51st,no
Warren,Beatty,Heaven Can Wait,1978,Best Directing,51st,no
Alan,Parker,Midnight Express,1978,Best Directing,51st,no
Robert,Benton,Kramer vs. Kramer,1979,Best Directing,52nd,yes
Francis,Ford Coppola,Apocalypse Now,1979,Best Directing,52nd,no
Bob,Fosse,All That Jazz,1979,Best Directing,52nd,no
Édouard,Molinaro,La Cage aux Folles,1979,Best Directing,52nd,no
Peter,Yates,Breaking Away,1979,Best Directing,52nd,no
Robert,Redford,Ordinary People,1980,Best Directing,53rd,yes
David,Lynch,The Elephant Man,1980,Best Directing,53rd,no
Roman,Polanski,Tess,1980,Best Directing,53rd,no
Richard,Rush,The Stunt Man,1980,Best Directing,53rd,no
Martin,Scorsese,Raging Bull,1980,Best Directing,53rd,no
Warren,Beatty,Reds,1981,Best Directing,54th,yes
Hugh,Hudson,Chariots of Fire,1981,Best Directing,54th,no
Louis,Malle,Atlantic City,1981,Best Directing,54th,no
Mark,Rydell,On Golden Pond,1981,Best Directing,54th,no
Steven,Spielberg,Raiders of the Lost Ark,1981,Best Directing,54th,no
Richard,Attenborough,Gandhi,1982,Best Directing,55th,yes
Sidney,Lumet,The Verdict,1982,Best Directing,55th,no
Wolfgang,Petersen,Das Boot,1982,Best Directing,55th,no
Sydney,Pollack,Tootsie,1982,Best Directing,55th,no
Steven,Spielberg,E.T. the Extra-Terrestrial,1982,Best Directing,55th,no
James,L. Brooks,Terms of Endearment,1983,Best Directing,56th,yes
Bruce,Beresford,Tender Mercies,1983,Best Directing,56th,no
Ingmar,Bergman,Fanny and Alexander,1983,Best Directing,56th,no
Mike,Nichols,Silkwood,1983,Best Directing,56th,no
Peter,Yates,The Dresser,1983,Best Directing,56th,no
Miloš,Forman,Amadeus,1984,Best Directing,57th,yes
Woody,Allen,Broadway Danny Rose,1984,Best Directing,57th,no
Robert,Benton,Places in the Heart,1984,Best Directing,57th,no
Roland,Joffé,The Killing Fields,1984,Best Directing,57th,no
David,Lean,A Passage to India,1984,Best Directing,57th,no
Sydney,Pollack,Out of Africa,1985,Best Directing,58th,yes
Héctor,Babenco,Kiss of the Spider Woman,1985,Best Directing,58th,no
John,Huston,Prizzi's Honor,1985,Best Directing,58th,no
Akira,Kurosawa,Ran,1985,Best Directing,58th,no
Peter,Weir,Witness,1985,Best Directing,58th,no
Oliver,Stone,Platoon,1986,Best Directing,59th,yes
Woody,Allen,Hannah and Her Sisters,1986,Best Directing,59th,no
James,Ivory,A Room with a View,1986,Best Directing,59th,no
Roland,Joffé,The Mission,1986,Best Directing,59th,no
David,Lynch,Blue Velvet,1986,Best Directing,59th,no
Bernardo,Bertolucci,The Last Emperor,1987,Best Directing,60th,yes
John,Boorman,Hope and Glory,1987,Best Directing,60th,no
Lasse,Hallström,My Life as a Dog,1987,Best Directing,60th,no
Norman,Jewison,Moonstruck,1987,Best Directing,60th,no
Adrian,Lyne,Fatal Attraction,1987,Best Directing,60th,no
Barry,Levinson,Rain Man,1988,Best Directing,61st,yes
Charles,Crichton,A Fish Called Wanda,1988,Best Directing,61st,no
Mike,Nichols,Working Girl,1988,Best Directing,61st,no
Alan,Parker,Mississippi Burning,1988,Best Directing,61st,no
Martin,Scorsese,The Last Temptation of Christ,1988,Best Directing,61st,no
