firstName,lastName,movieTitle,releaseYear
Georges,Périnal,The Thief of Bagdad,1940
Oliver,T. Marsh,Bitter Sweet,1940
Allen,M. Davey,Bitter Sweet,1940
Arthur,C. Miller,The Blue Bird,1940
Ray,Rennahan,The Blue Bird,1940
Leon,Shamroy,Down Argentine Way,1940
Ray,Rennahan,Down Argentine Way,1940
Victor,Milner,North West Mounted Police,1940
W.,Howard Greene,North West Mounted Police,1940
Sidney,Wagner,Northwest Passage,1940
William,V. Skall,Northwest Passage,1940
Arthur,C. Miller,How Green Was My Valley,1941
Karl,Freund,The Chocolate Soldier,1941
Gregg,Toland,Citizen Kane,1941
Joseph,Ruttenberg,Dr. Jekyll and Mr. Hyde,1941
Joseph,Walker,Here Comes Mr. Jordan,1941
Leo,Tover,Hold Back the Dawn,1941
Sol,Polito,Sergeant York,1941
Edward,Cronjager,Sun Valley Serenade,1941
Charles,Lang,Sundown,1941
Rudolph,Maté,That Hamilton Woman,1941
Ernest,Palmer,Blood and Sand,1941
Ray,Rennahan,Blood and Sand,1941
Wilfred,M. Cline,Aloma of the South Seas,1941
Karl,Struss,Aloma of the South Seas,1941
William,E. Snyder,Aloma of the South Seas,1941
William,V. Skall,Billy the Kid,1941
Leonard,Smith,Billy the Kid,1941
Karl,Freund,Blossoms in the Dust,1941
W.,Howard Greene,Blossoms in the Dust,1941
Bert,Glennon,Dive Bomber,1941
Harry,Hallenberger,Louisiana Purchase,1941
Ray,Rennahan,Louisiana Purchase,1941
Joseph,Ruttenberg,Mrs. Miniver,1942
James,Wong Howe,Kings Row,1942
Stanley,Cortez,The Magnificent Ambersons,1942
Charles,G. Clarke,Moontide,1942
Edward,Cronjager,The Pied Piper,1942
Rudolph,Maté,The Pride of the Yankees,1942
John,J. Mescall,"Take a Letter, Darling",1942
Ted,Tetzlaff,The Talk of the Town,1942
Leon,Shamroy,Ten Gentlemen from West Point,1942
Arthur,C. Miller,This Above All,1942
Leon,Shamroy,The Black Swan,1942
Milton,Krasner,Arabian Nights,1942
William,V. Skall,Arabian Nights,1942
W.,Howard Greene,Arabian Nights,1942
Sol,Polito,Captains of the Clouds,1942
W.,Howard Greene,Jungle Book,1942
Victor,Milner,Reap the Wild Wind,1942
William,V. Skall,Reap the Wild Wind,1942
Edward,Cronjager,To the Shores of Tripoli,1942
William,V. Skall,To the Shores of Tripoli,1942
Arthur,C. Miller,The Song of Bernadette,1943
James,Wong Howe,Air Force,1943
Elmer,Dyer,Air Force,1943
Charles,A. Marshall,Air Force,1943
Arthur,Edeson,Casablanca,1943
Tony,Gaudio,Corvette K-225,1943
John,F. Seitz,Five Graves to Cairo,1943
Harry,Stradling,The Human Comedy,1943
Joseph,Ruttenberg,Madame Curie,1943
James,Wong Howe,The North Star,1943
Rudolph,Maté,Sahara,1943
Charles,Lang,So Proudly We Hail!,1943
Hal,Mohr,Phantom of the Opera,1943
W.,Howard Greene,Phantom of the Opera,1943
Ray,Rennahan,For Whom the Bell Tolls,1943
Edward,Cronjager,Heaven Can Wait,1943
Charles,G. Clarke,"Hello, Frisco, Hello",1943
Allen,M. Davey,"Hello, Frisco, Hello",1943
Leonard,Smith,Lassie Come Home,1943
George,Folsey,Thousands Cheer,1943
Joseph,LaShelle,Laura,1944
John,F. Seitz,Double Indemnity,1944
Sidney,Wagner,Dragon Seed,1944
Joseph,Ruttenberg,Gaslight,1944
Lionel,Lindon,Going My Way,1944
Glen,MacWilliams,Lifeboat,1944
Stanley,Cortez,Since You Went Away,1944
Lee,Garmes,Since You Went Away,1944
Robert,Surtees,Thirty Seconds Over Tokyo,1944
Harold,Rosson,Thirty Seconds Over Tokyo,1944
Charles,Lang,The Uninvited,1944
George,Folsey,The White Cliffs of Dover,1944
Leon,Shamroy,Wilson,1944
Rudolph,Maté,Cover Girl,1944
Allen,M. Davey,Cover Girl,1944
Edward,Cronjager,Home in Indiana,1944
Charles,Rosher,Kismet,1944
Ray,Rennahan,Lady in the Dark,1944
George,Folsey,Meet Me in St. Louis,1944
Harry,Stradling,The Picture of Dorian Gray,1945
Arthur,C. Miller,The Keys of the Kingdom,1945
John,F. Seitz,The Lost Weekend,1945
Ernest,Haller,Mildred Pierce,1945
George,Barnes,Spellbound,1945
Leon,Shamroy,Leave Her to Heaven,1945
Robert,H. Planck,Anchors Aweigh,1945
Charles,P. Boyle,Anchors Aweigh,1945
Leonard,Smith,National Velvet,1945
Tony,Gaudio,A Song to Remember,1945
Allen,M. Davey,A Song to Remember,1945
George,Barnes,The Spanish Main,1945
Arthur,C. Miller,Anna and the King of Siam,1946
George,Folsey,The Green Years,1946
Charles,Rosher,The Yearling,1946
Leonard,Smith,The Yearling,1946
Arthur,Arling,The Yearling,1946
Joseph,Walker,The Jolson Story,1946
Guy,Green,Great Expectations,1947
George,Folsey,Green Dolphin Street,1947
Charles,Lang,The Ghost and Mrs. Muir,1947
Jack,Cardiff,Black Narcissus,1947
J.,Peverell Marley,Life with Father,1947
William,V. Skall,Life with Father,1947
Harry,Jackson,Mother Wore Tights,1947
William,Daniels,The Naked City,1948
Charles,Lang,A Foreign Affair,1948
Nicholas,Musuraca,I Remember Mama,1948
Ted,McCord,Johnny Belinda,1948
Joseph,August,Portrait of Jennie,1948
posthumously,,Portrait of Jennie,1948
Joseph,Valentine,Joan of Arc,1948
William,V. Skall,Joan of Arc,1948
Winton,C. Hoch,Joan of Arc,1948
Charles,G. Clarke,Green Grass of Wyoming,1948
William,E. Snyder,The Loves of Carmen,1948
Robert,H. Planck,The Three Musketeers,1948
Paul,C. Vogel,Battleground,1949
Franz,Planer,Champion,1949
Joseph,LaShelle,Come to the Stable,1949
Leo,Tover,The Heiress,1949
Leon,Shamroy,Prince of Foxes,1949
Winton,C. Hoch,She Wore a Yellow Ribbon,1949
Harry,Stradling,The Barkleys of Broadway,1949
William,E. Snyder,Jolson Sings Again,1949
Robert,H. Planck,Little Women,1949
Charles,Schoenbaum,Little Women,1949
Charles,G. Clarke,Sand,1949
Robert,Krasker,The Third Man,1950
Milton,Krasner,All About Eve,1950
Harold,Rosson,The Asphalt Jungle,1950
Victor,Milner,The Furies,1950
John,F. Seitz,Sunset Boulevard,1950
Robert,Surtees,King Solomon's Mines,1950
Charles,Rosher,Annie Get Your Gun,1950
Ernest,Palmer,Broken Arrow,1950
Ernest,Haller,The Flame and the Arrow,1950
George,Barnes,Samson and Delilah,1950
William,C. Mellor,A Place in the Sun,1951
Franz,Planer,Death of a Salesman,1951
Norbert,Brodine,The Frogmen,1951
Robert,Burks,Strangers on a Train,1951
Harry,Stradling,A Streetcar Named Desire,1951
Alfred,Gilks,An American in Paris,1951
John,Alton,An American in Paris,1951
Leon,Shamroy,David and Bathsheba,1951
Robert,Surtees,Quo Vadis,1951
William,V. Skall,Quo Vadis,1951
Charles,Rosher,Show Boat,1951
John,F. Seitz,When Worlds Collide,1951
W.,Howard Greene,When Worlds Collide,1951
Robert,Surtees,The Bad and the Beautiful,1952
Russell,Harlan,The Big Sky,1952
Joseph,LaShelle,My Cousin Rachel,1952
Virgil,Miller,Navajo,1952
Charles,Lang,Sudden Fear,1952
Winton,C. Hoch,The Quiet Man,1952
Archie,Stout,The Quiet Man,1952
Harry,Stradling,Hans Christian Andersen,1952
Freddie,Young,Ivanhoe,1952
George,Folsey,Million Dollar Mermaid,1952
Leon,Shamroy,The Snows of Kilimanjaro,1952
Burnett,Guffey,From Here to Eternity,1953
Hal,Mohr,The Four Poster,1953
Joseph,Ruttenberg,Julius Caesar,1953
Joseph,C. Brun,Martin Luther,1953
Franz,Planer,Roman Holiday,1953
Henri,Alekan,Roman Holiday,1953
Loyal,Griggs,Shane,1953
George,Folsey,All the Brothers Were Valiant,1953
Edward,Cronjager,Beneath the 12-Mile Reef,1953
Robert,H. Planck,Lili,1953
Leon,Shamroy,The Robe,1953
Boris,Kaufman,On the Waterfront,1954
John,F. Warren,The Country Girl,1954
George,Folsey,Executive Suite,1954
John,F. Seitz,Rogue Cop,1954
Charles,Lang,Sabrina,1954
Milton,Krasner,Three Coins in the Fountain,1954
Leon,Shamroy,The Egyptian,1954
Robert,Burks,Rear Window,1954
George,Folsey,Seven Brides for Seven Brothers,1954
William,V. Skall,The Silver Chalice,1954
James,Wong Howe,The Rose Tattoo,1955
Russell,Harlan,Blackboard Jungle,1955
Arthur,Arling,I'll Cry Tomorrow,1955
Joseph,LaShelle,Marty,1955
Charles,Lang,Queen Bee,1955
Robert,Burks,To Catch a Thief,1955
Harry,Stradling,Guys and Dolls,1955
Leon,Shamroy,Love Is a Many-Splendored Thing,1955
Harold,Lipstein,A Man Called Peter,1955
Robert,Surtees,Oklahoma!,1955
Joseph,Ruttenberg,Somebody Up There Likes Me,1956
Boris,Kaufman,Baby Doll,1956
Harold,Rosson,The Bad Seed,1956
Burnett,Guffey,The Harder They Fall,1956
Walter,Strenge,Stagecoach to Fury,1956
Lionel,Lindon,Around the World in 80 Days,1956
Harry,Stradling,The Eddy Duchin Story,1956
Leon,Shamroy,The King and I,1956
Loyal,Griggs,The Ten Commandments,1956
Jack,Cardiff,War and Peace,1956
Jack,Hildyard,The Bridge on the River Kwai,1957
Milton,Krasner,An Affair to Remember,1957
Ray,June,Funny Face,1957
William,C. Mellor,Peyton Place,1957
Ellsworth,Fredricks,Sayonara,1957
Sam,Leavitt,The Defiant Ones,1958
Daniel,L. Fapp,Desire Under the Elms,1958
Lionel,Lindon,I Want to Live!,1958
Charles,Lang,Separate Tables,1958
Joseph,MacDonald,The Young Lions,1958
Joseph,Ruttenberg,Gigi,1958
Harry,Stradling,Auntie Mame,1958
William,Daniels,Cat on a Hot Tin Roof,1958
James,Wong Howe,The Old Man and the Sea,1958
Leon,Shamroy,South Pacific,1958
William,C. Mellor,The Diary of Anne Frank,1959
Sam,Leavitt,Anatomy of a Murder,1959
Joseph,LaShelle,Career,1959
Charles,Lang,Some Like It Hot,1959
Harry,Stradling,The Young Philadelphians,1959
Robert,Surtees,Ben-Hur,1959
Lee,Garmes,The Big Fisherman,1959
Daniel,L. Fapp,The Five Pennies,1959
Franz,Planer,The Nun's Story,1959
Leon,Shamroy,Porgy and Bess,1959
Freddie,Francis,Sons and Lovers,1960
Joseph,LaShelle,The Apartment,1960
Charles,Lang,The Facts of Life,1960
Ernest,Laszlo,Inherit the Wind,1960
John,L. Russell,Psycho,1960
Russell,Metty,Spartacus,1960
William,H. Clothier,The Alamo,1960
Joseph,Ruttenberg,BUtterfield 8,1960
Sam,Leavitt,Exodus,1960
Joseph,MacDonald,Pepe,1960
Eugen,Schüfftan,The Hustler,1961
Edward,Colman,The Absent-Minded Professor,1961
Franz,Planer,The Children's Hour,1961
Ernest,Laszlo,Judgment at Nuremberg,1961
Daniel,L. Fapp,"One, Two, Three",1961
Daniel,L. Fapp,West Side Story,1961
Jack,Cardiff,Fanny,1961
Russell,Metty,Flower Drum Song,1961
Harry,Stradling,A Majority of One,1961
Charles,Lang,One-Eyed Jacks,1961
Jean,Bourgoin,The Longest Day,1962
Walter,Wottitz,The Longest Day,1962
Burnett,Guffey,Birdman of Alcatraz,1962
Russell,Harlan,To Kill a Mockingbird,1962
Ted,D. McCord,Two for the Seesaw,1962
Ernest,Haller,What Ever Happened to Baby Jane?,1962
Freddie,Young,Lawrence of Arabia,1962
Harry,Stradling,Gypsy,1962
Russell,Harlan,Hatari!,1962
Robert,Surtees,Mutiny on the Bounty,1962
Paul,C. Vogel,The Wonderful World of the Brothers Grimm,1962
James,Wong Howe,Hud,1963
George,Folsey,The Balcony,1963
Lucien,Ballard,The Caretakers,1963
Ernest,Haller,Lilies of the Field,1963
Milton,Krasner,Love with the Proper Stranger,1963
Leon,Shamroy,Cleopatra,1963
Leon,Shamroy,The Cardinal,1963
William,Daniels,How the West Was Won,1963
Milton,Krasner,How the West Was Won,1963
Charles,Lang,How the West Was Won,1963
Joseph,LaShelle,How the West Was Won,1963
Joseph,LaShelle,Irma la Douce,1963
Ernest,Laszlo,"It's a Mad, Mad, Mad, Mad World",1963
Walter,Lassally,Zorba the Greek,1964
Philip,H. Lathrop,The Americanization of Emily,1964
Milton,Krasner,Fate Is the Hunter,1964
Joseph,Biroc,"Hush...Hush, Sweet Charlotte",1964
Gabriel,Figueroa,The Night of the Iguana,1964
Harry,Stradling,My Fair Lady,1964
Geoffrey,Unsworth,Becket,1964
William,H. Clothier,Cheyenne Autumn,1964
Edward,Colman,Mary Poppins,1964
Daniel,L. Fapp,The Unsinkable Molly Brown,1964
Ernest,Laszlo,Ship of Fools,1965
Loyal,Griggs,In Harm's Way,1965
Burnett,Guffey,King Rat,1965
Conrad,L. Hall,Morituri,1965
Robert,Burks,A Patch of Blue,1965
Freddie,Young,Doctor Zhivago,1965
Leon,Shamroy,The Agony and the Ecstasy,1965
Russell,Harlan,The Great Race,1965
William,C. Mellor,The Greatest Story Ever Told,1965
Loyal,Griggs,The Greatest Story Ever Told,1965
Ted,D. McCord,The Sound of Music,1965
Haskell,Wexler,Who's Afraid of Virginia Woolf?,1966
Joseph,LaShelle,The Fortune Cookie,1966
Kenneth,Higgins,Georgy Girl,1966
Marcel,Grignon,Is Paris Burning?,1966
James,Wong Howe,Seconds,1966
Ted,Moore,A Man for All Seasons,1966
Ernest,Laszlo,Fantastic Voyage,1966
Russell,Harlan,Hawaii,1966
Conrad,L. Hall,The Professionals,1966
Joseph,MacDonald,The Sand Pebbles,1966
Burnett,Guffey,Bonnie and Clyde,1967
Richard,H. Kline,Camelot,1967
Robert,Surtees,Doctor Dolittle,1967
Conrad,L. Hall,In Cold Blood,1967
Pasqualino,De Santis,Romeo and Juliet,1968
Harry,Stradling,Funny Girl,1968
Daniel,L. Fapp,Ice Station Zebra,1968
Oswald,Morris,Oliver!,1968
Ernest,Laszlo,Star!,1968
Conrad,L. Hall,Butch Cassidy and the Sundance Kid,1969
Arthur,Ibbetson,Anne of the Thousand Days,1969
Charles,Lang,Bob & Carol & Ted & Alice,1969
Harry,Stradling,"Hello, Dolly!",1969
posthumously,,"Hello, Dolly!",1969
Daniel,L. Fapp,Marooned,1969
Freddie,Young,Ryan's Daughter,1970
Ernest,Laszlo,Airport,1970
Fred,J. Koenekamp,Patton,1970
Osamu,Furuya,Tora! Tora! Tora!,1970
Shinsaku,Himeda,Tora! Tora! Tora!,1970
Masamichi,Satoh,Tora! Tora! Tora!,1970
Charles,F. Wheeler,Tora! Tora! Tora!,1970
Billy,Williams,Women in Love,1970
Oswald,Morris,Fiddler on the Roof,1971
Owen,Roizman,The French Connection,1971
Robert,Surtees,The Last Picture Show,1971
Freddie,Young,Nicholas and Alexandra,1971
Geoffrey,Unsworth,Cabaret,1972
Harry,Stradling Jr.,1776,1972
Charles,Lang,Butterflies Are Free,1972
Harold,E. Stine,The Poseidon Adventure,1972
Douglas,Slocombe,Travels with My Aunt,1972
Sven,Nykvist,Cries and Whispers,1973
Owen,Roizman,The Exorcist,1973
Jack,Couffer,Jonathan Livingston Seagull,1973
Robert,Surtees,The Sting,1973
Harry,Stradling Jr.,The Way We Were,1973
Fred,J. Koenekamp,The Towering Inferno,1974
Joseph,Biroc,The Towering Inferno,1974
John,A. Alonzo,Chinatown,1974
Philip,H. Lathrop,Earthquake,1974
Bruce,Surtees,Lenny,1974
Geoffrey,Unsworth,Murder on the Orient Express,1974
John,Alcott,Barry Lyndon,1975
Conrad,L. Hall,The Day of the Locust,1975
James,Wong Howe,Funny Lady,1975
Robert,Surtees,The Hindenburg,1975
Haskell,Wexler,One Flew Over the Cuckoo's Nest,1975
Bill,Butler,One Flew Over the Cuckoo's Nest,1975
Haskell,Wexler,Bound for Glory,1976
Richard,H. Kline,King Kong,1976
Ernest,Laszlo,Logan's Run,1976
Owen,Roizman,Network,1976
Robert,Surtees,A Star Is Born,1976
Vilmos,Zsigmond,Close Encounters of the Third Kind,1977
Fred,J. Koenekamp,Islands in the Stream,1977
Douglas,Slocombe,Julia,1977
William,A. Fraker,Looking for Mr. Goodbar,1977
Robert,Surtees,The Turning Point,1977
Néstor,Almendros,Days of Heaven,1978
Vilmos,Zsigmond,The Deer Hunter,1978
William,A. Fraker,Heaven Can Wait,1978
Robert,Surtees,"Same Time, Next Year",1978
Oswald,Morris,The Wiz,1978
Vittorio,Storaro,Apocalypse Now,1979
William,A. Fraker,1941,1979
Giuseppe,Rotunno,All That Jazz,1979
Frank,V. Phillips,The Black Hole,1979
Néstor,Almendros,Kramer vs. Kramer,1979
Geoffrey,Unsworth,Tess,1980
posthumously,,Tess,1980
Ghislain,Cloquet,Tess,1980
Néstor,Almendros,The Blue Lagoon,1980
Ralf,D. Bode,Coal Miner's Daughter,1980
James,Crabe,The Formula,1980
Michael,Chapman,Raging Bull,1980
Vittorio,Storaro,Reds,1981
Alex,Thomson,Excalibur,1981
Billy,Williams,On Golden Pond,1981
Miroslav,Ondříček,Ragtime,1981
Douglas,Slocombe,Raiders of the Lost Ark,1981
Billy,Williams,Gandhi,1982
Ronnie,Taylor,Gandhi,1982
Jost,Vacano,Das Boot,1982
Allen,Daviau,E.T. the Extra-Terrestrial,1982
Néstor,Almendros,Sophie's Choice,1982
Owen,Roizman,Tootsie,1982
Sven,Nykvist,Fanny and Alexander,1983
Don,Peterman,Flashdance,1983
Caleb,Deschanel,The Right Stuff,1983
William,A. Fraker,WarGames,1983
Gordon,Willis,Zelig,1983
Chris,Menges,The Killing Fields,1984
Miroslav,Ondříček,Amadeus,1984
Caleb,Deschanel,The Natural,1984
Ernest,Day,A Passage to India,1984
Vilmos,Zsigmond,The River,1984
David,Watkin,Out of Africa,1985
Allen,Daviau,The Color Purple,1985
William,A. Fraker,Murphy's Romance,1985
Takao,Saito,Ran,1985
Shoji,Ueda,Ran,1985
Asakazu,Nakai,Ran,1985
John,Seale,Witness,1985
Chris,Menges,The Mission,1986
Jordan,Cronenweth,Peggy Sue Got Married,1986
Robert,Richardson,Platoon,1986
Tony,Pierce-Roberts,A Room with a View,1986
Don,Peterman,Star Trek IV: The Voyage Home,1986
Vittorio,Storaro,The Last Emperor,1987
Michael,Ballhaus,Broadcast News,1987
Allen,Daviau,Empire of the Sun,1987
Philippe,Rousselot,Hope and Glory,1987
Haskell,Wexler,Matewan,1987
Peter,Biziou,Mississippi Burning,1988
John,Seale,Rain Man,1988
Conrad,L. Hall,Tequila Sunrise,1988
Sven,Nykvist,The Unbearable Lightness of Being,1988
Dean,Cundey,Who Framed Roger Rabbit,1988
Freddie,Francis,Glory,1989
Mikael,Salomon,The Abyss,1989
Haskell,Wexler,Blaze,1989
Robert,Richardson,Born on the Fourth of July,1989
Michael,Ballhaus,The Fabulous Baker Boys,1989
Dean,Semler,Dances with Wolves,1990
Allen,Daviau,Avalon,1990
Vittorio,Storaro,Dick Tracy,1990
Gordon,Willis,The Godfather Part III,1990
Philippe,Rousselot,Henry & June,1990
Robert,Richardson,JFK,1991
Allen,Daviau,Bugsy,1991
Stephen,Goldblatt,The Prince of Tides,1991
Adam,Greenberg,Terminator 2: Judgment Day,1991
Adrian,Biddle,Thelma & Louise,1991
Philippe,Rousselot,A River Runs Through It,1992
Stephen,H. Burum,Hoffa,1992
Tony,Pierce-Roberts,Howards End,1992
Robert,Fraisse,The Lover,1992
Jack,N. Green,Unforgiven,1992
Janusz,Kamiński,Schindler's List,1993
Gu,Changwei,Farewell My Concubine,1993
Michael,Chapman,The Fugitive,1993
Stuart,Dryburgh,The Piano,1993
Conrad,L. Hall,Searching for Bobby Fischer,1993
John,Toll,Legends of the Fall,1994
Don,Burgess,Forrest Gump,1994
Roger,Deakins,The Shawshank Redemption,1994
Piotr,Sobociński,Three Colours: Red,1994
Owen,Roizman,Wyatt Earp,1994
John,Toll,Braveheart,1995
Stephen,Goldblatt,Batman Forever,1995
Emmanuel,Lubezki,A Little Princess,1995
Michael,Coulter,Sense and Sensibility,1995
Lü,Yue,Shanghai Triad,1995
John,Seale,The English Patient,1996
Darius,Khondji,Evita,1996
Roger,Deakins,Fargo,1996
Caleb,Deschanel,Fly Away Home,1996
Chris,Menges,Michael Collins,1996
Russell,Carpenter,Titanic,1997
Janusz,Kamiński,Amistad,1997
Roger,Deakins,Kundun,1997
Dante,Spinotti,L.A. Confidential,1997
Eduardo,Serra,The Wings of the Dove,1997
Janusz,Kamiński,Saving Private Ryan,1998
Conrad,L. Hall,A Civil Action,1998
Remi,Adefarasin,Elizabeth,1998
Richard,Greatrex,Shakespeare in Love,1998
John,Toll,The Thin Red Line,1998
Conrad,L. Hall,American Beauty,1999
Roger,Pratt,The End of the Affair,1999
Dante,Spinotti,The Insider,1999
Emmanuel,Lubezki,Sleepy Hollow,1999
Robert,Richardson,Snow Falling on Cedars,1999
Peter,Pau,"Crouching Tiger, Hidden Dragon",2000
John,Mathieson,Gladiator,2000
Lajos,Koltai,Malèna,2000
Roger,Deakins,"O Brother, Where Art Thou?",2000
Caleb,Deschanel,The Patriot,2000
Andrew,Lesnie,The Lord of the Rings: The Fellowship of the Ring,2001
Bruno,Delbonnel,Amélie,2001
Sławomir,Idziak,Black Hawk Down,2001
Roger,Deakins,The Man Who Wasn't There,2001
Donald,McAlpine,Moulin Rouge!,2001
Conrad,L. Hall,Road to Perdition,2002
posthumously,,Road to Perdition,2002
Dion,Beebe,Chicago,2002
Edward,Lachman,Far from Heaven,2002
Michael,Ballhaus,Gangs of New York,2002
Paweł,Edelman,The Pianist,2002
Russell,Boyd,Master and Commander: The Far Side of the World,2003
César,Charlone,City of God,2003
John,Seale,Cold Mountain,2003
Eduardo,Serra,Girl with a Pearl Earring,2003
John,Schwartzman,Seabiscuit,2003
Robert,Richardson,The Aviator,2004
Zhao,Xiaoding,House of Flying Daggers,2004
Caleb,Deschanel,The Passion of the Christ,2004
John,Mathieson,The Phantom of the Opera,2004
Bruno,Delbonnel,A Very Long Engagement,2004
Dion,Beebe,Memoirs of a Geisha,2005
Wally,Pfister,Batman Begins,2005
Rodrigo,Prieto,Brokeback Mountain,2005
Robert,Elswit,"Good Night, and Good Luck",2005
Emmanuel,Lubezki,The New World,2005
Guillermo,Navarro,Pan's Labyrinth,2006
Vilmos,Zsigmond,The Black Dahlia,2006
Emmanuel,Lubezki,Children of Men,2006
Dick,Pope,The Illusionist,2006
Wally,Pfister,The Prestige,2006
Robert,Elswit,There Will Be Blood,2007
Roger,Deakins,The Assassination of Jesse James by the Coward Robert Ford,2007
Seamus,McGarvey,Atonement,2007
Janusz,Kamiński,The Diving Bell and the Butterfly,2007
Roger,Deakins,No Country for Old Men,2007
Anthony,Dod Mantle,Slumdog Millionaire,2008
Tom,Stern,Changeling,2008
Claudio,Miranda,The Curious Case of Benjamin Button,2008
Wally,Pfister,The Dark Knight,2008
Roger,Deakins,The Reader,2008
Chris,Menges,The Reader,2008
Mauro,Fiore,Avatar,2009
Bruno,Delbonnel,Harry Potter and the Half-Blood Prince,2009
Barry,Ackroyd,The Hurt Locker,2009
Robert,Richardson,Inglourious Basterds,2009
Christian,Berger,The White Ribbon,2009
Wally,Pfister,Inception,2010
Matthew,Libatique,Black Swan,2010
Danny,Cohen,The King's Speech,2010
Jeff,Cronenweth,The Social Network,2010
Roger,Deakins,True Grit,2010
Robert,Richardson,Hugo,2011
Guillaume,Schiffman,The Artist,2011
Jeff,Cronenweth,The Girl with the Dragon Tattoo,2011
Emmanuel,Lubezki,The Tree of Life,2011
Janusz,Kamiński,War Horse,2011
Claudio,Miranda,Life of Pi,2012
Seamus,McGarvey,Anna Karenina,2012
Robert,Richardson,Django Unchained,2012
Janusz,Kamiński,Lincoln,2012
Roger,Deakins,Skyfall,2012
Emmanuel,Lubezki,Gravity,2013
Philippe,Le Sourd,The Grandmaster,2013
Bruno,Delbonnel,Inside Llewyn Davis,2013
Phedon,Papamichael,Nebraska,2013
Roger,Deakins,Prisoners,2013
Emmanuel,Lubezki,Birdman or (The Unexpected Virtue of Ignorance),2014
Robert,Yeoman,The Grand Budapest Hotel,2014
Łukasz,Żal,Ida,2014
Ryszard,Lenczewski,Ida,2014
Dick,Pope,Mr. Turner,2014
Roger,Deakins,Unbroken,2014
Emmanuel,Lubezki,The Revenant,2015
Edward,Lachman,Carol,2015
Robert,Richardson,The Hateful Eight,2015
John,Seale,Mad Max: Fury Road,2015
Roger,Deakins,Sicario,2015
Linus,Sandgren,La La Land,2016
Bradford,Young,Arrival,2016
Greig,Fraser,Lion,2016
James,Laxton,Moonlight,2016
Rodrigo,Prieto,Silence,2016
Roger,Deakins,Blade Runner 2049,2017
Bruno,Delbonnel,Darkest Hour,2017
Hoyte,van Hoytema,Dunkirk,2017
Rachel,Morrison,Mudbound,2017
Dan,Laustsen,The Shape of Water,2017
