firstName,lastName,movieTitle,releaseYear,categoryName,iteration,isWinner
Jack,Lemmon,The Apartment,1960,Best Actor in a Leading Role,33rd,no
Laurence,Olivier,The Entertainer,1960,Best Actor in a Leading Role,33rd,no
Spencer,Tracy,Inherit the Wind,1960,Best Actor in a Leading Role,33rd,no
Maximilian,Schell,Judgment at Nuremberg,1961,Best Actor in a Leading Role,34th,yes
Charles,Boyer,Fanny,1961,Best Actor in a Leading Role,34th,no
Paul,Newman,The Hustler,1961,Best Actor in a Leading Role,34th,no
Spencer,Tracy,Judgment at Nuremberg,1961,Best Actor in a Leading Role,34th,no
Stuart,Whitman,The Mark,1961,Best Actor in a Leading Role,34th,no
Gregory,Peck,To Kill a Mockingbird,1962,Best Actor in a Leading Role,35th,yes
Burt,Lancaster,Birdman of Alcatraz,1962,Best Actor in a Leading Role,35th,no
Jack,Lemmon,Days of Wine and Roses,1962,Best Actor in a Leading Role,35th,no
Marcello,Mastroianni,Divorce Italian Style,1962,Best Actor in a Leading Role,35th,no
Peter,O'Toole,Lawrence of Arabia,1962,Best Actor in a Leading Role,35th,no
Sidney,Poitier,Lilies of the Field,1963,Best Actor in a Leading Role,36th,yes
Albert,Finney,Tom Jones,1963,Best Actor in a Leading Role,36th,no
Richard,Harris,This Sporting Life,1963,Best Actor in a Leading Role,36th,no
Rex,Harrison,Cleopatra,1963,Best Actor in a Leading Role,36th,no
Paul,Newman,Hud,1963,Best Actor in a Leading Role,36th,no
Rex,Harrison,My Fair Lady,1964,Best Actor in a Leading Role,37th,yes
Richard,Burton,Becket,1964,Best Actor in a Leading Role,37th,no
Anthony,Quinn,Zorba the Greek,1964,Best Actor in a Leading Role,37th,no
Peter,Sellers,Dr. Strangelove,1964,Best Actor in a Leading Role,37th,no
Lee,Marvin,Cat Ballou,1965,Best Actor in a Leading Role,38th,yes
Richard,Burton,The Spy Who Came in from the Cold,1965,Best Actor in a Leading Role,38th,no
Laurence,Olivier,Othello,1965,Best Actor in a Leading Role,38th,no
Rod,Steiger,The Pawnbroker,1965,Best Actor in a Leading Role,38th,no
Oskar,Werner,Ship of Fools,1965,Best Actor in a Leading Role,38th,no
Paul,Scofield,A Man for All Seasons,1966,Best Actor in a Leading Role,39th,yes
Alan,Arkin,"The Russians Are Coming, the Russians Are Coming",1966,Best Actor in a Leading Role,39th,no
Richard,Burton,Who's Afraid of Virginia Woolf?,1966,Best Actor in a Leading Role,39th,no
Michael,Caine,Alfie,1966,Best Actor in a Leading Role,39th,no
Steve,McQueen,The Sand Pebbles,1966,Best Actor in a Leading Role,39th,no
Rod,Steiger,In the Heat of the Night,1967,Best Actor in a Leading Role,40th,yes
