firstName,lastName,movieTitle,releaseYear
Geraldine,Page,You're a Big Boy Now,1966
Estelle,Parsons,Bonnie and Clyde,1967
Carol,Channing,Thoroughly Modern Millie,1967
Mildred,Natwick,Barefoot in the Park,1967
Beah,Richards,Guess Who's Coming to Dinner,1967
Katharine,Ross,The Graduate,1967
Ruth,Gordon,Rosemary's Baby,1968
Lynn,Carlin,Faces,1968
Sondra,Locke,The Heart Is a Lonely Hunter,1968
Kay,Medford,Funny Girl,1968
Estelle,Parsons,"Rachel, Rachel",1968
Goldie,Hawn,Cactus Flower,1969
Catherine,Burns,Last Summer,1969
Dyan,Cannon,Bob & Carol & Ted & Alice,1969
Sylvia,Miles,Midnight Cowboy,1969
Susannah,York,"They Shoot Horses, Don't They?",1969
Helen,Hayes,Airport,1970
Karen,Black,Five Easy Pieces,1970
Lee,Grant,The Landlord,1970
Sally,Kellerman,M*A*S*H,1970
Maureen,Stapleton,Airport,1970
Cloris,Leachman,The Last Picture Show,1971
Ann-Margret,,Carnal Knowledge,1971
Ellen,Burstyn,The Last Picture Show,1971
Barbara,Harris,Who Is Harry Kellerman and Why Is He Saying Those Terrible Things About Me?,1971
Margaret,Leighton,The Go-Between,1971
Eileen,Heckart,Butterflies Are Free,1972
Jeannie,Berlin,The Heartbreak Kid,1972
Geraldine,Page,Pete 'n' Tillie,1972
Susan,Tyrrell,Fat City,1972
Shelley,Winters,The Poseidon Adventure,1972
Tatum,O'Neal,Paper Moon,1973
Linda,Blair,The Exorcist,1973
Candy,Clark,American Graffiti,1973
Madeline,Kahn,Paper Moon,1973
Sylvia,Sidney,"Summer Wishes, Winter Dreams",1973
Ingrid,Bergman,Murder on the Orient Express,1974
Valentina,Cortese,Day for Night,1974
Madeline,Kahn,Blazing Saddles,1974
Diane,Ladd,Alice Doesn't Live Here Anymore,1974
Talia,Shire,The Godfather Part II,1974
Lee,Grant,Shampoo,1975
Ronee,Blakley,Nashville,1975
Sylvia,Miles,"Farewell, My Lovely",1975
Lily,Tomlin,Nashville,1975
Brenda,Vaccaro,Once Is Not Enough,1975
Beatrice,Straight,Network,1976
Jane,Alexander,All the President's Men,1976
Jodie,Foster,Taxi Driver,1976
Lee,Grant,Voyage of the Damned,1976
Piper,Laurie,Carrie,1976
Vanessa,Redgrave,Julia,1977
Leslie,Browne,The Turning Point,1977
Quinn,Cummings,The Goodbye Girl,1977
Melinda,Dillon,Close Encounters of the Third Kind,1977
Tuesday,Weld,Looking for Mr. Goodbar,1977
Maggie,Smith,California Suite,1978
Dyan,Cannon,Heaven Can Wait,1978
Penelope,Milford,Coming Home,1978
Maureen,Stapleton,Interiors,1978
Meryl,Streep,The Deer Hunter,1978
Meryl,Streep,Kramer vs. Kramer,1979
Jane,Alexander,Kramer vs. Kramer,1979
Barbara,Barrie,Breaking Away,1979
Candice,Bergen,Starting Over,1979
Mariel,Hemingway,Manhattan,1979
Mary,Steenburgen,Melvin and Howard,1980
Eileen,Brennan,Private Benjamin,1980
Eva,Le Gallienne,Resurrection,1980
Cathy,Moriarty,Raging Bull,1980
Diana,Scarwid,Inside Moves,1980
Maureen,Stapleton,Reds,1981
Melinda,Dillon,Absence of Malice,1981
Jane,Fonda,On Golden Pond,1981
Joan,Hackett,Only When I Laugh,1981
Elizabeth,McGovern,Ragtime,1981
Jessica,Lange,Tootsie,1982
Glenn,Close,The World According to Garp,1982
Teri,Garr,Tootsie,1982
Kim,Stanley,Frances,1982
Lesley,Ann Warren,Victor/Victoria,1982
Linda,Hunt,The Year of Living Dangerously,1983
Cher,,Silkwood,1983
Glenn,Close,The Big Chill,1983
Amy,Irving,Yentl,1983
Alfre,Woodard,Cross Creek,1983
Peggy,Ashcroft,A Passage to India,1984
Glenn,Close,The Natural,1984
Lindsay,Crouse,Places in the Heart,1984
Christine,Lahti,Swing Shift,1984
Geraldine,Page,The Pope of Greenwich Village,1984
